# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[O/Fe]	[C/Fe]
BD-04_3208	M.Bergemann+,AAP, 492, 823, 2008	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.23		
BD-04_3208	J.P.Fulbright+,AJ, 120, 1841, 2000	12 07 15.07	-05 44 01.6	5900	3	-2.5	-2.6		
BD-04_3208	C.Charbonnel+,AAP, 442, 961, 2005	12 07 15.07	-05 44 01.6	6400	4	-2.23	-2.23		
BD-04_3208	J.R.Shi+,AAP, 465, 587, 2007	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.22		
BD-04_3208	A.M.Boesgaard+,AJ, 117, 492, 1999	12 07 15.07	-05 44 01.6	6401	3.94	-2.31	-2.14	0.94	
BD-04_3208	J.Melendez+,ApJ, 642, 1082, 2006	12 07 15.07	-05 44 01.6	6376	3.84	-2.1	-2.33	0.81	
BD-04_3208	J.A.Rich+,ApJ, 701, 1519, 2009	12 07 15.07	-05 44 01.6	6316	3.9	-2.35	-2.35	1.16	
BD-04_3208	A.E.GarciaPerez+,AAP, 504, 213, 2009	12 07 15.07	-05 44 01.6	6338	4	-2.28	-2.28		
BD-04_3208	J.Melendez+,AAP, 515, L3, 2010	12 07 15.07	-05 44 01.6	6491	3.98	-2.29	-2.29		
BD-10_388	A.M.Boesgaard+,ApJ, 743, 140, 2011			5768	3.04	-2.79	-2.79	0.75	
BD-10_388	C.Charbonnel+,AAP, 442, 961, 2005	01 50 32.65	-09 21 02.8	6287	3.85	-2.51	-2.51		
BD-10_388	J.Melendez+,AAP, 515, L3, 2010	01 50 32.65	-09 21 02.8	6260	3.98	-2.32	-2.32		
BD-133442	D.Fabbian+,AAP, 500, 1143, 2009	11 46 50.65	-14 06 43.4	6366	3.99	-2.69	-2.74	0.94	0.45
BD-13_3442	A.Hosford+,AAP, 493, 601, 2009			6321	4.46	-2.66	-2.72		
BD-13_3442	P.E.Nissen+,AAP, 469, 319, 2007			6366	3.99	-2.69	-2.69		
BD-13_3442	C.J.Hansen+,AAP, 545, A31, 2012			6450	4.2	-2.56	-2.56		
BD-13_3442	J.A.Rich+,ApJ, 701, 1519, 2009			6090	4.11	-2.91	-3.02	0.92	
BD-13_3442	C.J.Akerman+,AAP, 414, 931, 2004			6500	4.16	-2.61	-2.61	0.77	0.31
BD-13_3442	L.Mashonkina+,ApJ, 679, 1549, 2008			6390	3.88	-2.66	-2.66		
BD-13_3442	E.Arnone+,AAP, 430, 507, 2005			6210	3.6		-2.83		
BD-13_3442	A.M.Amarsi+,AAP, 622, L4, 2019	11 46 50.65	-14 06 43.45	6357	3.97	-2.64	-2.64	0.82	0.32
BD-13_3442	J.Melendez+,AAP, 515, L3, 2010			6435	3.93	-2.76	-2.76		
BD-13_3442	P.E.Nissen+,AAP, 415, 993, 2004			6500	4.16	-2.61	-2.61		
BD-13_3442	I.U.Roederer+,ApJ, 860, 125, 2018	11 46 50.65	-14 06 43.45	6405	4.04	-2.85	-2.84		
BD-13_3442	A.M.Boesgaard+,ApJ, 743, 140, 2011			6090	4.11	-2.91	-2.91	0.7	
BD-13_3442	J.Melendez+,ApJ, 642, 1082, 2006			6510	4.1	-2.5	-2.61	0.81	
BD-13_3442	A.M.Boesgaard+,AJ, 117, 492, 1999			6273	3.6	-2.94	-2.77	1.26	
BD-13_3442	R.Smiljanic+,AAP, 646, A70, 2021	11 46 50.65	-14 06 43.18	6505	4	-2.88	-2.88		
BD-13_3442	C.M.Sakari+,ApJ, 868, 110, 2018	11 46 50.65	-14 06 43.2	6299	3.69	-2.8	-2.8		
BD-13_3442	M.Asplund+,ApJ, 644, 229, 2006			6311	3.86	-2.71	-2.71	0.67	
BD-14_5850	A.M.Boesgaard+,ApJ, 743, 140, 2011			5777	4.12	-2.18	-2.18	0.74	
BD-14_5850	M.N.Ishigaki+,ApJ, 753, 64, 2012	20 47 34.40	-14 25 33.6	6100	5	-1.97	-2.02		
BD-14_5850	M.N.Ishigaki+,ApJ, 771, 67, 2013	20 47 34.40	-14 25 33.6	6100	5	-2.02	-2.02		
BD-15_5781	I.U.Roederer+,AJ, 147, 136, 2014	20 45 34.50	-14 31 15.0	4550	0.7	-2.87	-2.92	0.57	-0.34
BD-15_5781	B.W.Carney+,AJ, 125, 293, 2003	20 45 34.50	-14 31 15.0	4590	1.6	-2.47	-2.47		
BD-15_5781	D.L.Burris+,ApJ, 544, 302, 2000	20 45 34.50	-14 31 15.0	4750	1.2	-3	-2.19		
BD-18_271	M.N.Ishigaki+,ApJ, 753, 64, 2012			4234	0.41	-2.58	-2.58		
BD-18_271	M.N.Ishigaki+,ApJ, 771, 67, 2013			4234	0.41	-2.58	-2.58		
BD-18_271	M.Ishigaki+,PASJ, 62, 143, 2010			4080	0.01	-2.66	-2.66		
BD-18_271	B.W.Carney+,AJ, 125, 293, 2003			4150	0.7	-1.98			
BD-18_271	J.Melendez+,ApJ, 575, 474, 2002			4245	0.7	-2.35	-2.35	0.64	-0.61
BD-18_5550	A.McWilliam+,AJ, 109, 2757, 1995	19 58 49.70	-18 12 11.0				-2.74		-0.04
BD-18_5550	J.A.Johnson+,ApJ, 658, 1203, 2007	19 58 49.70	-18 12 11.0	4806	1.72	-2.89	-2.87		-0.09
BD-18_5550	M.Spite+,AAP, 430, 655, 2005	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	0.47	0.07
BD-18_5550	A.McWilliam+,AJ, 109, 2736, 1995	19 58 49.70	-18 12 11.0						
BD-18_5550	S.M.Andrievsky+,AAP, 509, A88, 2010	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06		
BD-18_5550	G.Bihain+,AAP, 423, 777, 2004	19 58 49.70	-18 12 11.0	4668	1.5	-3.01	-2.84		
BD-18_5550	T.V.Mishenina+,AAP, 370, 951, 2001	19 58 49.70	-18 12 11.0	4600	0.5	-3.01	-3.01		
BD-18_5550	J.K.Hollek+,ApJ, 742, 54, 2011	19 58 49.70	-18 12 11.0	4600	0.8	-3.2	-3.2		0.13
BD-18_5550	P.Francois+,AAP, 476, 935, 2007	19 58 49.70	-18 12 11.0	4750	1.4	-3	-3.06		
BD-18_5550	J.A.Johnson+,ApJ, 579, 616, 2002	19 58 49.70	-18 12 11.0				-2.87		
BD-18_5550	J.A.Johnson+,ApJ, 554, 888, 2001	19 58 49.70	-18 12 11.0	4600	0.95	-2.9	-2.88		
BD-18_5550	J.Melendez+,ApJ, 575, 474, 2002	19 58 49.70	-18 12 11.0	4683	1.7	-2.87	-2.87	0.61	-0.27
BD-18_5550	J.A.Johnson+,ApJS, 139, 219, 2002	19 58 49.70	-18 12 11.0	4600	0.95	-2.9	-3.03		
BD-18_5550	S.M.Andrievsky+,AAP, 481, 481, 2008	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06		
BD-18_5550	S.M.Andrievsky+,AAP, 494, 1083, 2009	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06		
BD-18_5550	R.Cayrel+,AAP, 416, 1117, 2004	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	0.5	0.07
BD-18_5550	M.Spite+,AAP, 541, A143, 2012	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06		
BD-18_5550	Y.Takeda+,PASJ, 63, S537, 2011	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06		
BD-18_5550	T.V.Mishenina+,AAP, 396, 189, 2002	19 58 49.70	-18 12 11.0				-3.01		
BD-18_5550	D.L.Burris+,ApJ, 544, 302, 2000	19 58 49.70	-18 12 11.0	4575	1.4	-3	-2.76		
BD-18_5550	S.M.Andrievsky+,AAP, 464, 1081, 2007	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06		
BD-18_5550	I.U.Roederer+,AJ, 147, 136, 2014	19 58 49.70	-18 12 11.0	4660	1.05	-3.15	-3.2	<1.01	0.05
BD-18_5550	M.Spite+,AAP, 455, 291, 2006	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06		0.07
BD-18_5550	M.Spite+,AAP, 528, A9, 2011	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06		
BD-18_5550	B.W.Carney+,AJ, 125, 293, 2003	19 58 49.70	-18 12 11.0	4820	1.8	-3.11	-3.11		
BD-20_6008	I.U.Roederer+,AJ, 147, 136, 2014	20 42 48.70	-20 00 39.0	4540	0.65	-3.05	-3	<0.52	-0.48
BD-20_6008	B.W.Carney+,AJ, 125, 293, 2003	20 42 48.70	-20 00 39.0	4550	1.3	-2.63	-2.63		
BD-4_3208	A.M.Boesgaard+,ApJ, 743, 140, 2011			6210	4.03	-2.35	-2.35	0.61	
BD-4_3208	M.Bergemann+,MNRAS, 401, 1334, 2010	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.23		
BD-4_3208	M.Bergemann+,AAP, 522, A9, 2010	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.23		
BM056	M.Gull+,ApJ, 912, 52, 2021	05 10 49.6	-37 49 03.0	4875	1.75	-2.02	-2.02	0.82	0.06
BM121	M.Gull+,ApJ, 912, 52, 2021	09 53 38.4	-22 50 11.4	4580	0.95	-2.48	-2.48	0.79	-0.38
BS16077-007	D.K.Lai+,ApJ, 667, 1185, 2007	11 35 17.99	+31 00 23.4	5958	3.68	-2.82	-2.65		0.96
BS16077-007	D.K.Lai+,ApJ, 681, 1524, 2008	11 35 17.99	+31 00 23.4	6544	4.29	-2.8	-2.72	<1.53	0.69
BS16077-007	D.K.Lai+,AJ, 128, 2402, 2004	11 35 17.99	+31 00 23.4	5958	3.68	-2.75	-2.82		
BS16084-160	W.Aoki+,ApJ, 632, 611, 2005	16 28 50.78	+54 37 06.8	4650	1.1	-3	-3.1		-0.13
BS16084-160	D.K.Lai+,ApJ, 667, 1185, 2007	16 28 50.78	+54 37 06.8	4762	1.66	-2.93	-2.76		-0.19
BS16084-160	D.K.Lai+,ApJ, 681, 1524, 2008	16 28 50.78	+54 37 06.8	4728	1.26	-3.15	-3.2	0.41	-0.03
BS16084-160	D.K.Lai+,AJ, 128, 2402, 2004	16 28 50.78	+54 37 06.8	4762	1.66	-3	-2.93		
BS16467-062	S.M.Andrievsky+,AAP, 494, 1083, 2009	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77		
BS16467-062	P.Francois+,AAP, 403, 1105, 2003	13 42 00.63	+17 48 40.9	5100	1.9		-3.95		
BS16467-062	R.Cayrel+,AAP, 416, 1117, 2004	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.83		0.4
BS16467-062	D.K.Lai+,ApJ, 667, 1185, 2007	13 42 00.63	+17 48 40.9	5219	2.8	-3.79	-3.62		0.26
BS16467-062	M.Spite+,AAP, 430, 655, 2005	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77		0.34
BS16467-062	J.G.Cohen+,ApJ, 778, 56, 2013	13 42 00.63	+17 48 40.9	5364	3	-3.48	-3.51	<1.97	0.68
BS16467-062	M.Spite+,AAP, 541, A143, 2012	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77		
BS16467-062	S.M.Andrievsky+,AAP, 509, A88, 2010	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77		
BS16467-062	D.K.Lai+,AJ, 128, 2402, 2004	13 42 00.63	+17 48 40.9	5219	2.8	-3.5	-3.79		
BS16467-062	P.Francois+,AAP, 476, 935, 2007	13 42 00.63	+17 48 40.9	5200	2.5	-4	-3.77		
BS16467-062	S.M.Andrievsky+,AAP, 464, 1081, 2007	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77		
BS16467-062	M.Spite+,AAP, 455, 291, 2006	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77		0.34
BS16467-062	D.K.Lai+,ApJ, 681, 1524, 2008	13 42 00.63	+17 48 40.9	5388	3.04	-3.7	-3.75		0.57
BS16467-062	J.G.Cohen+,ApJ, 672, 320, 2008	13 42 00.63	+17 48 40.9	5364	2.95		-3.52	<1.98	0.69
BS16467-062	S.M.Andrievsky+,AAP, 481, 481, 2008	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77		
BS16934-002	W.Aoki+,ApJ, 660, 747, 2007	13 29 46.51	+16 15 45.1	4500	1	-2.8	-2.82	1.16	-0.26
BS16934-002	W.Aoki+,ApJ, 632, 611, 2005	13 29 46.51	+16 15 45.1	4500	1	-2.8	-2.79		-0.34
C1012254-203007	G.Ruchti+,ApJ, 743, 107, 2011	10 12 25.44	-20 30 07.2	4518	1.1	-2.55	-2.55	0.61	-0.7
CD-2417504	D.Fabbian+,AAP, 500, 1143, 2009	23 07 20.23	-23 52 35.6	6338	4.32	-3.21	-3.26	0.81	0.64
CD-24_1656	A.M.Boesgaard+,ApJ, 743, 140, 2011			6172	3.85	-2.03	-2.03	0.76	
CD-24_17504	W.Aoki+,ApJ, 698, 1803, 2009	23 07 20.23	-23 52 35.6	6180	4.4	-3.4	-3.45		
CD-24_17504	M.N.Ishigaki+,ApJ, 753, 64, 2012	23 07 20.23	-23 52 35.6	6456	4.74	-3.2	-3.2		
CD-24_17504	A.Hosford+,AAP, 493, 601, 2009	23 07 20.23	-23 52 35.6	6102	4.55	-3.33	-3.35		
CD-24_17504	P.E.Nissen+,AAP, 469, 319, 2007	23 07 20.23	-23 52 35.6	6338	4.32	-3.21	-3.21		
CD-24_17504	M.Ishigaki+,PASJ, 62, 143, 2010	23 07 20.23	-23 52 35.6	5821	3.5	-3.66	-3.66		
CD-24_17504	R.Smiljanic+,AAP, 646, A70, 2021	23 07 20.23	-23 52 35.60	6390	4.38	-3.26	-3.26		
CD-24_17504	F.Primas+,AAP, 362, 666, 2000	23 07 20.23	-23 52 35.6	6300	4.5	-3.3	-3.13		
CD-24_17504	J.E.Norris+,ApJ, 561, 1034, 2001	23 07 20.23	-23 52 35.6	6070	3.6	-3.37	-3.2		
CD-24_17504	E.Arnone+,AAP, 430, 507, 2005	23 07 20.23	-23 52 35.6	6070	4.2		-3.45		
CD-24_17504	M.N.Ishigaki+,ApJ, 771, 67, 2013	23 07 20.23	-23 52 35.6	6456	4.74	-3.19	-3.19		
CD-24_17504	A.M.Amarsi+,AAP, 622, L4, 2019	23 07 20.25	-23 52 35.94	6323	4.33	-3.17	-3.17	0.7	0.55
CD-24_17504	J.Melendez+,AAP, 515, L3, 2010	23 07 20.23	-23 52 35.6	6451	4.13	-3.34	-3.34		
CD-24_1782	I.U.Roederer+,AJ, 147, 136, 2014			4950	1.9	-3.02	-3.05	<0.83	0.15
CD-24_1782	C.Charbonnel+,AAP, 442, 961, 2005			5226	3	-2.7	-2.7		
CD-24_1782	A.E.GarciaPerez+,AAP, 451, 621, 2006			5228	3.46	-2.27	-2.25	0.35	
CD-24_1782	A.E.GarciaPerez+,AAP, 447, 299, 2006			5228	3.46	-2.25	-2.25		
CD-24_1782	D.L.Burris+,ApJ, 544, 302, 2000			5300	2.8	-2.2	-2.53		
CD-30_18140	S.G.Ryan+,ApJ, 549, 55, 2001	20 44 06.24	-30 00 07.2	6270		-2.1	-2.1		
CD-30_18140	P.E.Nissen+,AAP, 469, 319, 2007	20 44 06.24	-30 00 07.2	6272	4.12	-1.89			
CD-30_18140	J.Melendez+,ApJ, 642, 1082, 2006	20 44 06.24	-30 00 07.2	6305	4.28	-1.7		0.84	
CD-30_18140	C.J.Hansen+,AAP, 545, A31, 2012	20 44 06.24	-30 00 07.2	6340	4.13	-1.92			
CD-30_18140	C.J.Akerman+,AAP, 414, 931, 2004	20 44 06.24	-30 00 07.2	6272	4.13	-1.88		0.74	0.17
CD-30_18140	P.E.Nissen+,AAP, 390, 235, 2002	20 44 06.24	-30 00 07.2	6274	4.12	-1.91		0.6	
CD-30_18140	K.F.Tan+,MNRAS, 392, 205, 2009	20 44 06.24	-30 00 07.2	6195	4.15	-1.87		0.85	
CD-30_18140	C.Charbonnel+,AAP, 442, 961, 2005	20 44 06.24	-30 00 07.2	6305	4	-2.06	-2.06		
CD-30_18140	M.Asplund+,ApJ, 644, 229, 2006	20 44 06.24	-30 00 07.2	6222	4.11	-1.9		0.67	
CD-30_18140	A.M.Amarsi+,AAP, 622, L4, 2019	20 44 06.29	-30 00 07.60	6241	4.13	-1.86		0.76	0.17
CD-30_18140	J.Melendez+,AAP, 515, L3, 2010	20 44 06.24	-30 00 07.2	6373	4.13	-1.9			
CD-30_18140	P.E.Nissen+,AAP, 415, 993, 2004	20 44 06.24	-30 00 07.2	6272	4.13	-1.88			
CD-30_298	I.U.Roederer+,AJ, 147, 136, 2014			4810	1.5	-3.72	-3.77	<1.37	0.25
CD-30_298	B.W.Carney+,AJ, 125, 293, 2003			5120	2.4	-2.9	-2.9		
CD-30_298	A.E.GarciaPerez+,AAP, 451, 621, 2006			5196	2.71	-3.04	-3.01	0.57	
CD-30_298	A.E.GarciaPerez+,AAP, 447, 299, 2006			5196	2.93	-3.01	-3.01		
CD-33_1173	I.U.Roederer+,ApJ, 860, 125, 2018	03 19 35.31	-32 50 43.15	6625	4.29	-3	-2.89		
CD-33_1173	E.Arnone+,AAP, 430, 507, 2005			6250	3.7		-3.1		
CD-33_1173	A.Hosford+,AAP, 493, 601, 2009			6386	4.44	-2.94	-3.04		
CD-33_1173	A.Hosford+,AAP, 511, A47, 2010			6380	4.41	-2.94			
CD-33_1173	R.Smiljanic+,AAP, 646, A70, 2021	03 19 35.31	-32 50 43.32	6605	4.3	-2.95	-2.95		
CD-33_1173	M.Asplund+,ApJ, 644, 229, 2006			6390	4.28	-2.92	-2.92	0.64	
CD-33_1173	J.Melendez+,AAP, 515, L3, 2010			6536	4.29	-3.01	-3.01		
CD-3514849	D.Fabbian+,AAP, 500, 1143, 2009	21 33 49.75	-35 26 14.2	6294	4.26	-2.34	-2.39	0.75	0.34
CD-35_14849	A.Hosford+,AAP, 493, 601, 2009	21 33 49.75	-35 26 14.2	6168	4.52	-2.36	-2.44		
CD-35_14849	P.E.Nissen+,AAP, 469, 319, 2007	21 33 49.75	-35 26 14.2	6294	4.26	-2.34	-2.34		
CD-35_14849	J.Melendez+,ApJ, 642, 1082, 2006	21 33 49.75	-35 26 14.2	6313	4.33	-2	-2.33	0.75	
CD-35_14849	C.J.Akerman+,AAP, 414, 931, 2004	21 33 49.75	-35 26 14.2	6125	4.11	-2.41	-2.41	0.84	0.38
CD-35_14849	P.E.Nissen+,AAP, 390, 235, 2002	21 33 49.75	-35 26 14.2	6117	4.12	-2.34	-2.31	0.66	
CD-35_14849	E.Arnone+,AAP, 430, 507, 2005	21 33 49.75	-35 26 14.2	6060	4.1		-2.55		
CD-35_14849	C.Charbonnel+,AAP, 442, 961, 2005	21 33 49.75	-35 26 14.2	6219	4	-2.63	-2.63		
CD-35_14849	M.Asplund+,ApJ, 644, 229, 2006	21 33 49.75	-35 26 14.2	6244	4.3	-2.27	-2.27	0.62	
CD-35_14849	A.M.Amarsi+,AAP, 622, L4, 2019	21 33 49.75	-35 26 14.24	6254	4.27	-2.3	-2.3	0.72	0.27
CD-35_14849	J.Melendez+,AAP, 515, L3, 2010	21 33 49.75	-35 26 14.2	6396	4.22	-2.35	-2.35		
CD-35_14849	P.E.Nissen+,AAP, 415, 993, 2004	21 33 49.75	-35 26 14.2	6125	4.11	-2.41	-2.41		
CD-38_2151	M.Purandardas+,, 41, 36, 2020			4600	0.9	-2.03	-2.03		1.5
CD-38_2151	M.Purandardas+,MNRAS, 486, 3266, 2019	05 40 01.94	-38 49 25.89	4600	0.9	-2.03	-2.03	0.56	1.5
CD-38_245	A.McWilliam+,AJ, 109, 2757, 1995	00 46 36.10	-37 39 33.0				-3.84		<-0.14
CD-38_245	P.Francois+,AAP, 403, 1105, 2003	00 46 36.10	-37 39 33.0	4900	1.7		-4.07		
CD-38_245	M.Spite+,AAP, 430, 655, 2005	00 46 36.10	-37 39 33.0	4800	1.5	-4.19	-4.19		<-0.24
CD-38_245	A.McWilliam+,AJ, 109, 2736, 1995	00 46 36.10	-37 39 33.0						
CD-38_245	S.M.Andrievsky+,AAP, 509, A88, 2010	00 46 36.10	-37 39 33.0	4800	1.5	-4.19	-4.19		
CD-38_245	J.K.Hollek+,ApJ, 742, 54, 2011	00 46 36.10	-37 39 33.0	4650	0.95	-4			
CD-38_245	P.Francois+,AAP, 476, 935, 2007	00 46 36.10	-37 39 33.0	4800	1.5	-4	-4.19		
CD-38_245	J.E.Norris+,ApJ, 561, 1034, 2001	00 46 36.10	-37 39 33.0	4850	1.8	-3.98	-3.81		<0.07
CD-38_245	S.M.Andrievsky+,AAP, 481, 481, 2008	00 46 36.10	-37 39 33.0	4800	1.5	-4.19	-4.19		
CD-38_245	S.M.Andrievsky+,AAP, 494, 1083, 2009	00 46 36.10	-37 39 33.0	4800	1.5	-4.19	-4.19		
CD-38_245	R.Cayrel+,AAP, 416, 1117, 2004	00 46 36.10	-37 39 33.0	4800	1.5	-4.19	-4.2		<-0.23
CD-38_245	M.Spite+,AAP, 541, A143, 2012	00 46 36.10	-37 39 33.0	4800	1.5	-4.19	-4.19		
CD-38_245	S.M.Andrievsky+,AAP, 464, 1081, 2007	00 46 36.10	-37 39 33.0	4800	1.5	-4.19	-4.19		
CD-38_245	M.Spite+,AAP, 455, 291, 2006	00 46 36.10	-37 39 33.0	4800	1.5	-4.19	-4.19		<-0.24
CD-38_245	I.U.Roederer+,AJ, 147, 136, 2014	00 46 36.10	-37 39 33.0	4520	0.65	-4.5	-4.59	<2.26	<-0.19
CD-38_245	B.W.Carney+,AJ, 125, 293, 2003	00 46 36.10	-37 39 33.0	4920	1.8	-4	-4		
CD-4214278	D.Fabbian+,AAP, 500, 1143, 2009	19 32 19.15	-42 12 43.7	6085	4.39	-2.03	-2.08	0.67	0.19
CD-42_14278	P.E.Nissen+,AAP, 469, 319, 2007	19 32 19.15	-42 12 43.7	6085	4.39	-2.03	-2.03		
CD-42_14278	J.Melendez+,ApJ, 642, 1082, 2006	19 32 19.15	-42 12 43.7	6006	4.52	-1.8		0.71	
CD-42_14278	C.J.Akerman+,AAP, 414, 931, 2004	19 32 19.15	-42 12 43.7	5812	4.25	-2.12	-2.12	0.85	0.31
CD-42_14278	A.M.Amarsi+,AAP, 622, L4, 2019	19 32 19.15	-42 12 43.70	6011	4.38	-1.97		0.6	0.12
CD-42_14278	P.E.Nissen+,AAP, 415, 993, 2004	19 32 19.15	-42 12 43.7	5812	4.25	-2.12	-2.12		
CD-711234	D.Fabbian+,AAP, 500, 1143, 2009	16 07 44.63	-71 21 01.4	6325	4.18	-2.38	-2.43	0.77	0.28
CD-71_1234	E.Arnone+,AAP, 430, 507, 2005	16 07 44.63	-71 21 01.4	6190	4.1		-2.55		
CD-71_1234	A.Hosford+,AAP, 493, 601, 2009	16 07 44.63	-71 21 01.4	6194	4.46	-2.52	-2.54		
CD-71_1234	P.E.Nissen+,AAP, 469, 319, 2007	16 07 44.63	-71 21 01.4	6325	4.18	-2.38	-2.38		
CD-71_1234	A.M.Amarsi+,AAP, 622, L4, 2019	16 07 44.64	-71 21 01.37	6315	4.18	-2.32	-2.32	0.65	0.17
CD-80_328	R.G.Gratton+,AAP, 404, 187, 2003	09 24 20.97	-80 31 21.3	5496	4.65	-1.99	-2.04	0.86	
CS22169-008	I.U.Roederer+,AJ, 147, 136, 2014	04 03 36.28	-12 49 40.2	5810	3.6	-2.59	-2.85	0.87	0.18
CS22169-035	S.M.Andrievsky+,AAP, 494, 1083, 2009	04 12 13.88	-12 05 05.1	4700	1.2	-3.04	-3.04		
CS22169-035	R.Cayrel+,AAP, 416, 1117, 2004	04 12 13.88	-12 05 05.1	4700	1.2	-3.04	-3.04		-0.19
CS22169-035	M.Spite+,AAP, 430, 655, 2005	04 12 13.88	-12 05 05.1	4700	1.2	-3.04	-3.04		-0.13
CS22169-035	M.Spite+,AAP, 541, A143, 2012	04 12 13.88	-12 05 05.1	4700	1.2	-3.04	-3.04		
CS22169-035	S.M.Andrievsky+,AAP, 509, A88, 2010	04 12 13.88	-12 05 05.1	4700	1.2	-3.04	-3.04		
CS22169-035	C.M.Sakari+,ApJ, 868, 110, 2018	04 12 13.88	-12 05 05.1	4483	0.5	-3.03	-3.03		
CS22169-035	P.Francois+,AAP, 476, 935, 2007	04 12 13.88	-12 05 05.1	4700	1.2	-3	-3.04		
CS22169-035	S.M.Andrievsky+,AAP, 464, 1081, 2007	04 12 13.88	-12 05 05.1	4700	1.2	-3.04	-3.04		
CS22169-035	I.U.Roederer+,AJ, 147, 136, 2014	04 12 13.88	-12 05 05.1	4480	0.5	-3.12	-3.31	<0.85	-0.14
CS22169-035	M.Spite+,AAP, 455, 291, 2006	04 12 13.88	-12 05 05.1	4700	1.2	-3.04	-3.04		-0.07
CS22169-035	S.Honda+,ApJS, 152, 113, 2004	04 12 13.88	-12 05 05.1						
CS22169-035	M.Spite+,AAP, 528, A9, 2011	04 12 13.88	-12 05 05.1	4700	1.2	-3.04	-3.04		
CS22169-035	S.Honda+,ApJ, 607, 474, 2004	04 12 13.88	-12 05 05.1	4670	1.3	-2.72	-2.71		-0.13
CS22169-035	S.Giridhar+,PASP, 113, 519, 2001	04 12 13.88	-12 05 05.1	4500	1	-2.8	-2.86		0.53
CS22169-035	S.M.Andrievsky+,AAP, 481, 481, 2008	04 12 13.88	-12 05 05.1	4700	1.2	-3.04	-3.04		
CS22171-031	I.U.Roederer+,AJ, 147, 136, 2014	02 09 24.55	-10 34 16.3	6010	3.7	-2.42	-2.54	0.44	0.36
CS22171-037	I.U.Roederer+,AJ, 147, 136, 2014	02 08 00.58	-09 03 48.3	6110	3.65	-3.35	-3.63	<0.83	<1.3
CS22172-002	S.M.Andrievsky+,AAP, 494, 1083, 2009	03 14 20.85	-10 35 11.3	4800	1.3	-3.86	-3.86		
CS22172-002	P.Francois+,AAP, 403, 1105, 2003	03 14 20.85	-10 35 11.3	4800	1.3		-3.81		
CS22172-002	R.Cayrel+,AAP, 416, 1117, 2004	03 14 20.85	-10 35 11.3	4800	1.3	-3.86	-3.86	<1.12	0.06
CS22172-002	M.Spite+,AAP, 430, 655, 2005	03 14 20.85	-10 35 11.3	4800	1.3	-3.86	-3.86	1.09	0.09
CS22172-002	M.Spite+,AAP, 541, A143, 2012	03 14 20.85	-10 35 11.3	4800	1.3	-3.86	-3.86		
CS22172-002	S.M.Andrievsky+,AAP, 509, A88, 2010	03 14 20.85	-10 35 11.3	4800	1.3	-3.86	-3.86		
CS22172-002	K.A.Venn+,AJ, 128, 1177, 2004	03 14 20.85	-10 35 11.3				-3.57		
CS22172-002	P.Francois+,AAP, 476, 935, 2007	03 14 20.85	-10 35 11.3	4800	1.3	-4	-3.86		
CS22172-002	J.E.Norris+,ApJ, 561, 1034, 2001	03 14 20.85	-10 35 11.3	4900	2	-3.61	-3.44		0.17
CS22172-002	S.M.Andrievsky+,AAP, 464, 1081, 2007	03 14 20.85	-10 35 11.3	4800	1.3	-3.86	-3.86		
CS22172-002	M.Spite+,AAP, 455, 291, 2006	03 14 20.85	-10 35 11.3	4800	1.3	-3.86	-3.86		0.09
CS22172-002	S.M.Andrievsky+,AAP, 481, 481, 2008	03 14 20.85	-10 35 11.3	4800	1.3	-3.86	-3.86		
CS22172-029	I.U.Roederer+,AJ, 147, 136, 2014	03 30 45.35	-10 37 09.9	4960	1.9	-2.7	-2.68	0.6	0.05
CS22174-020	I.U.Roederer+,AJ, 147, 136, 2014	01 20 27.28	-08 47 16.3	5840	3.55	-3.02	-3.29	<0.94	<0.76
CS22177-009	S.M.Andrievsky+,AAP, 464, 1081, 2007	04 07 40.64	-25 02 43.9	6260	4.5	-3.1	-3.1		
