# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[O/Fe]	[C/Fe]
HD4306	A.McWilliam+,AJ, 109, 2757, 1995	00 45 27.16	-09 32 39.8	4950	1.85	-3	-2.7		0.22
HD4306	S.Honda+,ApJ, 730, 77, 2011	00 45 27.16	-09 32 39.8	4810	1.8	-2.89	-2.86		0.21
HD4306	A.McWilliam+,AJ, 109, 2736, 1995	00 45 27.16	-09 32 39.8						
HD4306	T.V.Mishenina+,AAP, 396, 189, 2002	00 45 27.16	-09 32 39.8			-2.52	-2.52		
HD4306	D.L.Burris+,ApJ, 544, 302, 2000	00 45 27.16	-09 32 39.8	4900	2	-3	-2.37		
HD4306	T.V.Mishenina+,AAP, 370, 951, 2001	00 45 27.16	-09 32 39.8	5000	2.1	-2.52	-2.52		
HD4306	Y.Ishimaru+,ApJ, 600, L47, 2004	00 45 27.16	-09 32 39.8	5000	2	-3	-2.76		
HD4306	J.P.Fulbright+,AJ, 120, 1841, 2000	00 45 27.16	-09 32 39.8	4800	1.7	-2.8	-2.9		
HD4306	S.Honda+,ApJS, 152, 113, 2004	00 45 27.16	-09 32 39.8						
HD4306	A.E.GarciaPerez+,AAP, 451, 621, 2006	00 45 27.16	-09 32 39.8	4990	3.04	-2.35	-2.33	0.78	
HD4306	S.Honda+,ApJ, 607, 474, 2004	00 45 27.16	-09 32 39.8	4810	1.8	-2.89	-2.88		0.23
HD4306	A.E.GarciaPerez+,AAP, 447, 299, 2006	00 45 27.16	-09 32 39.8	4990	3.04	-2.33	-2.33		
HD5223	A.Goswami+,MNRAS, 372, 343, 2006	00 54 13.61	+24 04 01.5	4500	1	-2.06	-2.11		1.58
HD5223	A.Susmitha+,MNRAS, 506, 1962, 2021	00 54 13.61	+24 04 01.52	4335	1.2	-2.1		0.35	1.35
HD5223	D.Karinkuzhi+,AAP, 645, 61, 2021	00 54 13.61	+24 04 01.52	4650	1.03	-2	-2	0.61	1.47
HD55496	D.Karinkuzhi+,AAP, 645, 61, 2021	07 12 11.38	-22 59 00.60	4642	1.65	-2.1	-2.1	1.06	0.07
HD55496	C.B.Pereira+,MNRAS, 488, 482, 2019			4700	1.9	-1.55		0.29	-0.26
HD6268	A.McWilliam+,AJ, 109, 2757, 1995	01 03 18.17	-27 52 50.0	4670	0.75	-2.7	-2.41		-0.72
HD6268	J.P.Fulbright+,ApJ, 595, 1154, 2003	01 03 18.17	-27 52 50.0	4750	1.42	-2.1	-2.4	0.5	
HD6268	Y.Saito+,PASJ, 61, 549, 2009	01 03 18.17	-27 52 50.0	4735	1.61	-2.36	-2.56		
HD6268	A.McWilliam+,AJ, 109, 2736, 1995	01 03 18.17	-27 52 50.0						
HD6268	D.L.Burris+,ApJ, 544, 302, 2000	01 03 18.17	-27 52 50.0	4700	1.6	-3	-2.19		
HD6268	K.A.Venn+,AJ, 128, 1177, 2004	01 03 18.17	-27 52 50.0				-2.36		
HD6268	I.U.Roederer+,AJ, 147, 136, 2014	01 03 18.17	-27 52 50.0	4570	0.7	-2.69	-2.82	0.67	-0.78
HD6268	I.U.Roederer+,ApJ, 698, 1963, 2009	01 03 18.17	-27 52 50.0	4685	1.5	-2.42	-2.42		
HD6268	S.Honda+,ApJS, 152, 113, 2004	01 03 18.17	-27 52 50.0						
HD6268	W.Aoki+,ApJ, 592, L67, 2003	01 03 18.17	-27 52 50.0	4600	1	-2.5			
HD6268	J.Melendez+,ApJ, 575, 474, 2002	01 03 18.17	-27 52 50.0	4705	1.5	-2.35	-2.35	0.61	-1.01
HD6268	S.Honda+,ApJ, 607, 474, 2004	01 03 18.17	-27 52 50.0	4600	1	-2.63	-2.62		-0.55
HD6268	J.J.Cowan+,ApJ, 627, 238, 2005	01 03 18.17	-27 52 50.0	4685	1.5	-2.42	-2.45		
HD74000	A.M.Boesgaard+,ApJ, 743, 140, 2011			6134	4.26	-2.05	-2.05	0.43	
HD74000	A.Hosford+,AAP, 493, 601, 2009	08 40 50.80	-16 20 43.0	6070	4.03	-2.2	-2.19		
HD74000	R.G.Gratton+,AAP, 404, 187, 2003	08 40 50.80	-16 20 43.0	6216	4.09	-1.96	-2.03		
HD74000	A.M.Boesgaard+,AJ, 117, 492, 1999	08 40 50.80	-16 20 43.0	6249	4.33	-1.99		0.62	
HD74000	J.A.Rich+,ApJ, 701, 1519, 2009	08 40 50.80	-16 20 43.0	6134	4.26	-2.05	-2.05	0.67	
HD74000	A.Ford+,AAP, 393, 617, 2002	08 40 50.80	-16 20 43.0	6224	4.08	-2	-2		
HD74000	E.Arnone+,AAP, 430, 507, 2005	08 40 50.80	-16 20 43.0	6040	4.1		-2.17		
HD74000	J.P.Fulbright+,AJ, 120, 1841, 2000	08 40 50.80	-16 20 43.0	6025	4.1	-2	-2.06		
HD74000	A.Hosford+,AAP, 511, A47, 2010	08 40 50.80	-16 20 43.0	6070	4.03	-2.2			
HD74000	R.Smiljanic+,AAP, 499, 103, 2009	08 40 50.80	-16 20 43.0	6025	4.02	-2	-2		
HD76396	D.Karinkuzhi+,AAP, 645, 61, 2021	08 57 58.93	+51 25 47.68	4750	2	-2.27	-2.27	1.28	1.84
HD84937	A.Hosford+,AAP, 493, 601, 2009	09 48 56.10	+13 44 39.3	6168	3.98	-2.34	-2.32		
HD84937	P.E.Nissen+,AAP, 469, 319, 2007	09 48 56.10	+13 44 39.3	6357	4.07	-2.11	-2.11		
HD84937	D.K.Lai+,ApJ, 667, 1185, 2007	09 48 56.10	+13 44 39.3	6312	4.51	-1.91			<0.06
HD84937	T.V.Mishenina+,AAP, 370, 951, 2001	09 48 56.10	+13 44 39.3	6250	3.8	-2	-2		
HD84937	A.Hosford+,AAP, 511, A47, 2010	09 48 56.10	+13 44 39.3	6168	3.98	-2.34			
HD84937	R.Smiljanic+,AAP, 499, 103, 2009	09 48 56.10	+13 44 39.3	6375	4.06	-2	-2		
HD84937	A.M.Amarsi+,AAP, 622, L4, 2019	09 48 56.10	+13 44 39.34	6340	4.05	-2.07	-2.07	0.63	0.16
HD84937	R.C.Peterson+,ApJ, 914, L22, 2021			6300	4	-2.25	-2.25		
HD84937	I.U.Roederer+,ApJ, 860, 125, 2018	09 48 56.09	+13 44 39.32	6418	4.16	-2.25	-2.24		
HD84937	J.R.Shi+,AAP, 465, 587, 2007	09 48 56.10	+13 44 39.3	6346	4	-2.16	-2.15		
HD84937	R.G.Gratton+,AAP, 404, 187, 2003	09 48 56.10	+13 44 39.3	6290	4.02	-2.18	-2.23		
HD84937	H.Li+,ApJ, 852, L31, 2018	09 48 56.09801	+13 44 39.3237	6263	3.75		-2.31		0.38
HD84937	T.V.Mishenina+,AAP, 396, 189, 2002	09 48 56.10	+13 44 39.3			-2	-2		
HD84937	T.Mishenina+,MNRAS, 469, 4378, 2017	09 48 56.09801	+13 44 39.3237	6325	3.95		-2.24		
HD84937	A.Ford+,AAP, 393, 617, 2002	09 48 56.10	+13 44 39.3	6330	3.9	-2.49	-2.49		
HD84937	M.Spite+,AAP, 600, 26, 2017	09 48 56.10	+13 44 39.3	6300	4	-2.25	-2.25	0.95	0.26
HD84937	M.Takada-Hidai+,ApJ, 573, 614, 2002	09 48 56.10	+13 44 39.3	6300	3.97	-2.15	-2.07		
HD84937	D.Fabbian+,AAP, 500, 1143, 2009	09 48 56.10	+13 44 39.3	6357	4.07	-2.11	-2.16	0.74	0.26
HD84937	T.Gehren+,AAP, 451, 1065, 2006	09 48 56.10	+13 44 39.3	6346	4	-2.16	-2.15		
HD84937	K.Jonsell+,AAP, 440, 321, 2005	09 48 56.10	+13 44 39.3	6310	4.04	-1.96		0.39	
HD84937	W.Aoki+,ApJ, 698, 1803, 2009	09 48 56.10	+13 44 39.3	6290	3.9	-2.15	-2.2		
HD84937	G.Israelian+,ApJ, 507, 805, 1998			6210	4	-2.25	-2.08	0.87	
HD84937	M.Bergemann+,AAP, 522, A9, 2010	09 48 56.10	+13 44 39.3	6346	4	-2.16	-2.16		
HD84937	J.A.Rich+,ApJ, 701, 1519, 2009	09 48 56.10	+13 44 39.3	6206	3.89	-2.2	-2.2	0.89	
HD84937	G.Bihain+,AAP, 423, 777, 2004	09 48 56.10	+13 44 39.3	6277	4.03	-2.06			
HD84937	L.Mashonkina+,ApJ, 679, 1549, 2008	09 48 56.10	+13 44 39.3	6365	4	-2.15	-2.15		
HD84937	I.U.Roederer+,ApJ, 912, 119, 2021			6418	4.16	-2.25	-2.28		
HD84937	E.Arnone+,AAP, 430, 507, 2005	09 48 56.10	+13 44 39.3	6160	3.7		-2.36		
HD84937	M.Bergemann+,MNRAS, 401, 1334, 2010	09 48 56.10	+13 44 39.3	6346	4	-2.16	-2.16		
HD84937	M.Bergemann+,AAP, 492, 823, 2008	09 48 56.10	+13 44 39.3	6346	4	-2.16	-2.16		
HD84937	A.M.Boesgaard+,ApJ, 743, 140, 2011			6206	3.89	-2.2	-2.2	0.65	
HD84937	A.M.Boesgaard+,AJ, 117, 492, 1999	09 48 56.10	+13 44 39.3	6307	4	-2.14		0.86	
HD84937	N.Ryde+,AAP, 415, 559, 2004	09 48 56.10	+13 44 39.3	6300	3.97	-2.06	-2.06		
HD84937	R.C.Peterson+,AAP, 638, 64, 2020			6300	4	-2.25	-2.25		
HD84937	J.P.Fulbright+,AJ, 120, 1841, 2000	09 48 56.10	+13 44 39.3	6375	4.1	-2	-2.06		
HD84937	G.Israelian+,AAP, 421, 649, 2004			6277	4.03	-2.06			
HD88609	C.J.Hansen+,AAP, 545, A31, 2012	10 14 28.98	+53 33 39.3	4568	1.01	-2.87	-2.87		
HD88609	T.V.Mishenina+,AAP, 370, 951, 2001	10 14 28.98	+53 33 39.3	4600	1	-2.66	-2.66		
HD88609	J.A.Johnson+,ApJ, 579, 616, 2002	10 14 28.98	+53 33 39.3				-2.79		
HD88609	S.Honda+,ApJS, 152, 113, 2004	10 14 28.98	+53 33 39.3						
HD88609	I.U.Roederer+,ApJ, 724, 975, 2010	10 14 28.98	+53 33 39.3				-3.07		
HD88609	J.A.Johnson+,ApJ, 554, 888, 2001	10 14 28.98	+53 33 39.3	4400	0.4	-2.8	-2.8		
HD88609	S.Honda+,ApJ, 607, 474, 2004	10 14 28.98	+53 33 39.3	4550	1.1	-3.07	-3.06		-0.39
HD88609	J.A.Johnson+,ApJS, 139, 219, 2002	10 14 28.98	+53 33 39.3	4400	0.4	-2.8	-2.95		
HD88609	Y.Saito+,PASJ, 61, 549, 2009	10 14 28.98	+53 33 39.3	4530	0.88	-2.83	-3.02		
HD88609	T.V.Mishenina+,AAP, 396, 189, 2002	10 14 28.98	+53 33 39.3			-2.66	-2.66		
HD88609	N.Ryde+,AAP, 415, 559, 2004	10 14 28.98	+53 33 39.3	4570	0.75	-2.85	-2.85		
HD88609	D.L.Burris+,ApJ, 544, 302, 2000	10 14 28.98	+53 33 39.3	4575	1.4	-3	-2.76		
HD88609	M.Takada-Hidai+,ApJ, 573, 614, 2002	10 14 28.98	+53 33 39.3	4570	0.75	-2.7	-2.68		
HD88609	J.P.Fulbright+,AJ, 120, 1841, 2000	10 14 28.98	+53 33 39.3	4450	0.6	-2.9	-2.99		
HD88609	I.U.Roederer+,AJ, 147, 136, 2014	10 14 28.98	+53 33 39.3	4430	0.5	-3.08	-3.29	0.86	-0.44
HD88609	S.Honda+,ApJ, 666, 1189, 2007	10 14 28.98	+53 33 39.3	4550	1.1	-3.07	-3.12		
HE0010-3422	T.Hansen+,ApJ, 807, 173, 2015	00 13 08.90	-34 05 55.0	5400	3.1	-2.7	-2.78	<2.02	1.92
HE0017+0055	A.Susmitha+,MNRAS, 506, 1962, 2021	00 20 21.60	+01 12 06.83	4240	1	-2.6		0.9	2.1
HE0017+0055	P.P.Goswami+,AAP, 649, 49, 2021	00 20 21.60	+01 12 06.81	4370	0.8	-2.46	-2.45		2.77
HE0024-2523	J.G.Cohen+,ApJ, 612, 1107, 2004	00 27 27.66	-25 06 28.2	6625	4.3	-2.5			
HE0024-2523	J.G.Cohen+,AJ, 124, 470, 2002	00 27 27.66	-25 06 28.2	6625	4.3	-2.62			
HE0024-2523	S.Lucatello+,AJ, 125, 875, 2003	00 27 27.66	-25 06 28.2	6625	4.3	-2.72	-2.77	0.69	2.78
HE0024-2523	J.G.Cohen+,ApJ, 778, 56, 2013	00 27 27.66	-25 06 28.2	6625	4.3	-2.72			
HE0024-2523	E.Carretta+,AJ, 124, 481, 2002	00 27 27.66	-25 06 28.2	6625	4.3	-2.65	-2.56		
HE0054-2542	T.Hansen+,ApJ, 807, 173, 2015	00 57 18.14	-25 26 09.7	5300	2.7	-2.5	-2.48	<1.2	2.13
HE0100-1622	T.Hansen+,ApJ, 807, 173, 2015	01 02 58.50	-16 06 31.0	5400	3	-2.9	-2.93	<2.3	2.75
HE0107-5240	N.Christlieb+,ApJ, 603, 708, 2004	01 09 29.16	-52 24 34.2	5100	2.2	-5.3	-5.44		3.82
HE0107-5240	A.Arentsen+,AAP, 621, A108, 2019	01 09 29.2	-52 24 34	5100	2.2	-5.44	-5.44		4.04
HE0107-5240	M.S.Bessell+,ApJ, 612, L61, 2004	01 09 29.16	-52 24 34.2	5100	2.2	-5.4	-5.46	2.33	
HE0109-4510	T.Hansen+,ApJ, 807, 173, 2015	01 12 08.10	-44 54 16.0	5600	3.3	-3	-2.96	<2.3	0.43
HE0111-1346	D.Karinkuzhi+,AAP, 645, 61, 2021	01 13 46.49	-13 30 49.00	4687	1.26	-2.1	-2.1	0.91	1.67
HE0130-1749	J.G.Cohen+,ApJ, 778, 56, 2013	01 32 26.40	-17 34 22.0	4820	1.6	-3.34	-3.39	2.33	0.61
HE0132-2439	J.G.Cohen+,AJ, 124, 470, 2002	01 34 58.80	-24 24 18.0	5310	3.4	-3.56			
HE0132-2439	J.G.Cohen+,ApJ, 778, 56, 2013						-3.6	<1.86	0.83
HE0132-2439	E.Carretta+,AJ, 124, 481, 2002			5310	3.4	-3.59	-3.71		
HE0132-2439	J.G.Cohen+,ApJ, 672, 320, 2008			5294	2.75		-3.6	<1.86	0.83
HE0134-1519	T.Hansen+,ApJ, 807, 173, 2015	01 37 05.37	-15 04 22.8	5500	3.2	-4	-3.98	<2.9	1
HE0134-1519	T.Hansen+,ApJ, 787, 162, 2014	01 37 05.37	-15 04 22.8	5500	3.2	-4	-3.98		1
HE0151-0341	D.Karinkuzhi+,AAP, 645, 61, 2021	01 53 43.31	-03 27 14.47	4820	1.15	-2.89	-2.89	1.5	2.36
HE0226+0103	J.G.Cohen+,ApJ, 778, 56, 2013	02 29 13.70	+01 17 15.0	5250	2.7	-2.81	-2.86	<1.09	0.25
HE0233-0343	T.Hansen+,ApJ, 807, 173, 2015	02 36 29.70	-03 30 06.0	6100	3.4	-4.7	-4.68	<4	3.48
HE0233-0343	T.Hansen+,ApJ, 787, 162, 2014	02 36 29.70	-03 30 06.0	6100	3.4	-4.7	-4.68		3.48
HE0243-3044	T.Hansen+,ApJ, 807, 173, 2015	02 45 16.43	-30 32 02.2	5400	3.2	-2.6	-2.58	<1.9	2.43
HE0305-4520	P.S.Barklem+,AAP, 439, 129, 2005	03 07 02.19	-45 09 00.6	4817	1.56	-2.91	-2.91		0.28
HE0305-4520	M.Spite+,AAP, 571, A40, 2014	03 07 02.19	-45 09 00.6	4820	1.3	-3	-2.96	1.01	0.54
HE0305-4520	L.Zhang+,AAP, 528, A92, 2011	03 07 02.19	-45 09 00.6				-2.91		0.29
HE0305-5442	J.G.Cohen+,ApJ, 778, 56, 2013	03 06 29.51	-54 30 32.5	4904	1.7	-3.3	-3.35	<1.7	0.48
HE0319-0215	D.Karinkuzhi+,AAP, 645, 61, 2021	03 21 46.26	-02 04 33.96	4738	0.66	-2.9	-2.9	1.91	2.47
HE0322-1504	T.C.Beers+,AJ, 133, 1193, 2007	03 24 40.10	-14 54 24.0	4460	0.8	-2	-2.05	1.02	2.31
HE0338-3945	P.S.Barklem+,AAP, 439, 129, 2005	03 39 55.00	-39 35 42.9	6162	4.09	-2.41	-2.41		2.03
HE0338-3945	L.Zhang+,AAP, 528, A92, 2011	03 39 55.00	-39 35 42.9				-2.41		2.22
HE0338-3945	K.Jonsell+,AAP, 451, 651, 2006	03 39 55.00	-39 35 42.9	6160	4.13	-2.42	-2.43	1.4	2.08
HE0411-3558	T.Hansen+,ApJ, 807, 173, 2015	04 13 09.00	-35 50 39.0	6300	3.7	-2.8	-2.81	<2.3	<0.7
HE0440-1049	T.Hansen+,ApJ, 807, 173, 2015	04 42 39.70	-10 43 24.0	5800	3.5	-3	-3.02	<2.5	0.69
HE0440-3426	T.Hansen+,ApJ, 807, 173, 2015	04 42 08.10	-34 21 13.0	4800	1.6	-2.2	-2.19	0.69	1.51
HE0448-4806	T.Hansen+,ApJ, 807, 173, 2015	04 49 33.00	-48 01 08.0	5900	3.6	-2.3	-2.26	<1.9	2.24
HE0450-4902	T.Hansen+,ApJ, 807, 173, 2015	04 51 43.30	-48 57 25.0	6300	4.5	-3.1	-3.07	<3.5	2.03
HE0454-4758	P.S.Barklem+,AAP, 439, 129, 2005	04 55 26.71	-47 53 41.8	5388	3.33	-3.1	-3.1		0.39
HE0454-4758	I.U.Roederer+,AJ, 147, 136, 2014	04 55 26.71	-47 53 41.8	5140	2.4	-3.32	-3.38	<1.09	0.33
HE0454-4758	L.Zhang+,AAP, 528, A92, 2011	04 55 26.71	-47 53 41.8				-3.1		0.54
HE0507-1430	T.C.Beers+,AJ, 133, 1193, 2007	05 10 07.60	-14 26 32.0	4560	0.8	-2	-2.45	1.12	2.61
HE0557-4840	J.E.Norris+,ApJ, 753, 150, 2012	05 58 39.26	-48 39 56.8	4900	2.2	-4.8	-4.79	2.3	1.76
HE0557-4840	A.Arentsen+,AAP, 621, A108, 2019	05 58 39.3	-48 39 57	4900	2.2	-4.73	-4.73		1.59
HE0557-4840	J.E.Norris+,ApJ, 670, 774, 2007	05 58 39.26	-48 39 56.8	4900	2.2	-4.8	-4.73	<3.04	1.59
HE0938+0114	P.S.Barklem+,AAP, 439, 129, 2005	09 40 43.20	+01 00 29.6	6777	4.89	-2.51	-2.51		0.62
HE0938+0114	I.U.Roederer+,AJ, 147, 136, 2014	09 40 43.20	+01 00 29.6	6030	3.65	-2.92	-3.09	0.59	<0.61
HE0938+0114	L.Zhang+,AAP, 528, A92, 2011	09 40 43.20	+01 00 29.6				-2.51		0.61
HE0945-1435	T.Hansen+,ApJ, 807, 173, 2015	09 47 50.70	-14 49 07.0	6300	4.5	-3.9	-3.87	<4	<2
HE0945-1435	D.Yong+,ApJ, 762, 26, 2013	09 47 50.70	-14 49 07.0	6344	3.71	-3.78	-3.77		<1.7
HE0945-1435	J.E.Norris+,ApJ, 762, 25, 2013	09 47 50.70	-14 49 07.0	6344	4.4	-3.78			
HE1001-0243	T.Masseron+,AAP, 509, A93, 2010	10 04 28.06	-02 58 14.1	5000	2	-2.88	-2.93	<1.94	1.6
HE1012-1540	I.U.Roederer+,AJ, 147, 136, 2014	10 14 53.48	-15 55 53.2	5230	2.65	-3.76	-4.17	<2.18	2.4
HE1012-1540	I.U.Roederer+,ApJ, 784, 158, 2014	10 14 53.48	-15 55 53.2	5230	2.65	-3.76	-4.17	<2.18	2.4
HE1012-1540	J.G.Cohen+,ApJ, 778, 56, 2013	10 14 53.48	-15 55 53.2	5520	4.7	-3.51	-3.56	2.43	2.43
HE1012-1540	A.Arentsen+,AAP, 621, A108, 2019	10 14 53.5	-15 55 53	5230	2.7	-4.17	-4.17		2.41
HE1012-1540	J.G.Cohen+,ApJ, 672, 320, 2008	10 14 53.48	-15 55 53.2	5620	3.4		-3.48	2.44	2.43
HE1029-0546	T.Hansen+,ApJ, 807, 173, 2015	10 31 48.11	-06 01 43.9	6650	4.3	-3.3	-3.28	<3.7	2.64
HE1045-1434	T.C.Beers+,AJ, 133, 1193, 2007	10 47 44.10	-14 50 23.0	4950	1.8	-2.5	-2.55	1.82	3.21
HE1120-2122	D.Karinkuzhi+,AAP, 645, 61, 2021	11 23 18.62	-21 38 32.32	4500	0.5	-2	-2	0.81	1.17
HE1124-2335	P.S.Barklem+,AAP, 439, 129, 2005	11 27 26.94	-23 52 05.7	5226	2.68	-2.95	-2.93		0.81
HE1124-2335	I.U.Roederer+,AJ, 147, 136, 2014	11 27 26.94	-23 52 05.7	4870	1.65	-3.26	-3.36	<1.19	0.74
HE1124-2335	L.Zhang+,AAP, 528, A92, 2011	11 27 26.94	-23 52 05.7				-2.95		0.95
HE1124-2335	J.Ren+,AAP, 537, A118, 2012	11 27 26.94	-23 52 05.7	5226	2.68	-2.95	-2.78		0.82
HE1141-0610	J.G.Cohen+,ApJ, 612, 1107, 2004	11 44 22.60	-06 26 59.0	6730	4	-2.5	-2.29		
HE1141-0610	J.G.Cohen+,ApJ, 778, 56, 2013	11 44 22.60	-06 26 59.0	6750	4.1	-2.28	-2.33	1.09	1.1
HE1218-1828	T.Hansen+,ApJ, 807, 173, 2015	12 21 19.35	-18 45 35.0	5900	3.5	-3.4	-3.43	<3.3	<1.27
HE1241-2907	T.Hansen+,ApJ, 807, 173, 2015	12 44 13.00	-29 23 47.0	6900	3.8	-3	-3	<3.9	<2
HE1300+0157	P.S.Barklem+,AAP, 439, 129, 2005	13 02 56.24	+01 41 52.1	5411	3.38	-3.76	-3.74		1.13
HE1300+0157	L.Zhang+,AAP, 528, A92, 2011	13 02 56.24	+01 41 52.1				-3.76		1.15
HE1300+0157	J.G.Cohen+,ApJ, 778, 56, 2013	13 02 56.24	+01 41 52.1	5550	3.3	-3.49	-3.54	1.78	1.34
HE1300+0157	A.Arentsen+,AAP, 621, A108, 2019	13 02 56.2	+01 41 52	5529	3.3	-3.75	-3.75		1.31
HE1300+0157	J.G.Cohen+,ApJ, 672, 320, 2008	13 02 56.24	+01 41 52.1	5632	3.37		-3.44	1.88	1.44
HE1300+0157	A.Frebel+,ApJ, 658, 534, 2007	13 02 56.24	+01 41 52.1	5450	3.2	-3.88	-3.78	1.63	1.24
HE1305+0007	A.Goswami+,MNRAS, 372, 343, 2006	13 08 03.85	-00 08 47.4	4750	2	-2.03	-2.08		1.85
HE1305+0007	T.C.Beers+,AJ, 133, 1193, 2007	13 08 03.85	-00 08 47.4	4560	1	-2.5	-2.55	0.82	2.41
HE1305+0132	S.C.Schuler+,ApJ, 667, L81, 2007	13 08 17.75	+01 16 49.6	4462	0.8	-2	-2.55	0.9	2.69
HE1310-0536	T.Hansen+,ApJ, 807, 173, 2015	13 13 31.18	-05 52 12.4	5000	1.9	-4.2	-4.15	<2.8	2.36
HE1310-0536	T.Hansen+,ApJ, 787, 162, 2014	13 13 31.18	-05 52 12.4	5000	1.9	-4.2	-4.15		2.36
HE1320-1339	P.S.Barklem+,AAP, 439, 129, 2005	13 22 44.11	-13 55 31.4	4935	1.69	-2.78	-2.78		-0.55
HE1320-1339	I.U.Roederer+,AJ, 147, 136, 2014	13 22 44.11	-13 55 31.4	4690	1.2	-2.93	-3.18	0.83	-0.72
HE1320-1339	L.Zhang+,AAP, 528, A92, 2011	13 22 44.11	-13 55 31.4				-2.78		-0.5
HE1320-1339	C.M.Sakari+,ApJ, 868, 110, 2018	13 22 44.12	-13 55 31.6	4591	0.5	-3.06	-3.06		
HE1327-2326	R.Ezzeddine+,ApJ, 876, 97, 2019	13 30 05.93	-23 41 49.69	6180	3.7	-5.71	-5.71	3.14	3.49
HE1327-2326	A.Frebel+,ApJ, 684, 588, 2008	13 30 05.95	-23 41 49.7	6180	3.7	-5.66	-5.71	3.86	4.18
HE1327-2326	A.Frebel+,ApJ, 638, L17, 2006	13 30 05.95	-23 41 49.7	6180	3.7	-5.7	-5.8	3.91	4.27
HE1327-2326	W.Aoki+,ApJ, 639, 897, 2006	13 30 05.95	-23 41 49.7	6180	3.7	-5.6	-5.71	<4.02	4.27
HE1327-2326	A.Arentsen+,AAP, 621, A108, 2019	13 30 05.9	-23 41 50	6180	3.7	-5.71	-5.71		4.18
HE1405-0822	W.Y.Cui+,AAP, 558, A36, 2013	14 07 42.90	-08 36 14.3	5220	1.7	-2.4	-2.37	1.28	1.9
HE1410+0213	T.Masseron+,AAP, 509, A93, 2010	14 13 06.50	+01 59 21.0	4800	2	-2.52	-2.57	2.58	2.34
HE1410+0213	J.G.Cohen+,ApJ, 778, 56, 2013	14 13 06.50	+01 59 21.0	5000	2	-2.14	-2.19		1.92
HE1410+0213	J.G.Cohen+,AJ, 132, 137, 2006	14 13 06.50	+01 59 21.0	4985	2	-3.17	-2.21		1.94
HE1410-0004	J.G.Cohen+,ApJ, 778, 56, 2013	14 13 04.60	-00 18 33.0	5605	3.5	-3.02	-3.07	1.28	2.2
HE1410-0004	J.G.Cohen+,AJ, 132, 137, 2006	14 13 04.60	-00 18 33.0	5605	3.5	-2.65	-3.07	1.28	2.2
HE1419-1324	T.Masseron+,AAP, 509, A93, 2010	14 21 51.07	-13 38 13.6	4900	1.8	-3.05	-3.1	<1.21	1.77
HE1429-0347	T.Hansen+,ApJ, 807, 173, 2015	14 32 26.07	-04 00 31.0	5000	1.9	-2.7	-2.71	0.9	0.31
HE1429-0551	D.Karinkuzhi+,AAP, 645, 61, 2021	14 32 31.30	-06 05 00.20	4832	1.14	-2.7	-2.7	1.21	2.27
HE1429-0551	W.Aoki+,ApJ, 655, 492, 2007	14 32 31.30	-06 05 00.0	4700	1.5	-2.5	-2.52		2.29
HE2159-0551	T.Hansen+,ApJ, 807, 173, 2015	22 02 16.40	-05 36 48.0	4800	1.5	-2.8	-2.81	<1.1	-0.24
HE2204-4034	J.G.Cohen+,ApJ, 778, 56, 2013	22 07 38.20	-40 20 13.0	6114	3.8	-2.98	-3.03	<2.7	1.21
HE2208-1239	T.Hansen+,ApJ, 807, 173, 2015	22 10 53.30	-12 24 27.0	5100	2.3	-2.9	-2.88	<1.4	1.3
HE2215-2548	J.G.Cohen+,ApJ, 778, 56, 2013	22 17 58.60	-25 33 23.0	5035	2.1	-3.01	-3.06	<1.76	
HE2239-5019	T.Hansen+,ApJ, 807, 173, 2015	22 42 26.90	-50 04 01.0	6100	3.5	-4.2	-4.15	<4	<1.7
HE2239-5019	T.Hansen+,ApJ, 787, 162, 2014	22 42 26.90	-50 04 01.0	6100	3.5	-4.2	-4.15		<1.7
HE2251-0821	J.G.Cohen+,ApJ, 778, 56, 2013	22 54 08.20	-08 05 45.0	5160	2.5	-2.91	-2.96	<1.74	1.97
HE2255-1724	D.Karinkuzhi+,AAP, 645, 61, 2021	22 58 06.84	-17 08 19.90	4776	1.64	-2.32	-2.32	1.18	1.74
HE2258-6358	V.M.Placco+,ApJ, 770, 104, 2013	23 01 48.60	-63 42 24.0	4900	1.6	-2.67	-2.67	1.85	2.42
HE2323-0256	J.G.Cohen+,ApJ, 778, 56, 2013			4915	1.7	-3.93	-3.98		1.22
HE2323-0256	J.G.Cohen+,ApJ, 672, 320, 2008			4915	1.7		-3.84	2.35	1.18
HE2331-7155	T.Hansen+,ApJ, 807, 173, 2015	23 34 36.10	-71 38 51.0	4900	1.5	-3.7	-3.68	<1.7	1.34
HIP48152	T.Bensby+,AAP, 562, A71, 2014			6541	4.23	-1.92		0.45	
HIP48152	K.A.Venn+,AJ, 128, 1177, 2004						-2.08		
HIP76976	T.Bensby+,AAP, 562, A71, 2014			5658	3.57	-2.62	-2.67	1.01	
HIP76976	K.A.Venn+,AJ, 128, 1177, 2004						-2.51		
HIP93186	T.Bensby+,AAP, 562, A71, 2014	18 58 51.34	-51 27 56.5	5966	3.67	-2.31	-2.36	0.91	
HKII17435-00532	I.U.Roederer+,ApJ, 679, 1549, 2008			5200	2.15	-2.23	-2.23	1.1	0.77
