# Object	Reference	RA	Decl	Teff	logg	Metallicity	metal	[C/Fe]	[Eu/Fe]	[Ba/Fe]	[Fe/H]
WISEAJ060046.25-170703.6	V.M.Placco+,ApJ, 870, 122, 2019	06 00 46.32	-17 07 04.8	5323	4.75	-0.33	-0.33	0.77			-0.33
WISEAJ060048.05-180138.2	V.M.Placco+,ApJ, 870, 122, 2019	06 00 48.00	-18 01 37.2	4393	2.55	-0.72	-0.72	-0.25			-0.72
WISEAJ060049.11+804335.1	V.M.Placco+,ApJ, 870, 122, 2019	06 00 49.20	+80 43 33.6	5769	3.82	-0.95	-0.95	0.6			-0.95
WISEAJ060054.39-312856.1	V.M.Placco+,ApJ, 870, 122, 2019	06 00 54.48	-31 28 55.2	4831	4.14	-0.65	-0.65	-0.06			-0.65
WISEAJ060059.76-242318.2	V.M.Placco+,ApJ, 870, 122, 2019	06 00 59.76	-24 23 16.8	5375	4.48	-0.53	-0.53	0.51			-0.53
WISEAJ060100.29-401041.2	V.M.Placco+,ApJ, 870, 122, 2019	06 01 00.24	-40 10 40.8	4654	4.97	-0.14	-0.14	-0.58			-0.14
WISEAJ060109.15+483547.3	V.M.Placco+,ApJ, 870, 122, 2019	06 01 09.12	+48 35 45.6	5125	4.63	-0.61	-0.61	0.33			-0.61
WISEAJ060120.29-014744.4	V.M.Placco+,ApJ, 870, 122, 2019	06 01 20.40	-01 47 45.6	5293	2.36	-1.74	-1.74	0.61			-1.74
WISEAJ060121.95-251240.2	V.M.Placco+,ApJ, 870, 122, 2019	06 01 21.84	-25 12 39.6	5481	4.4	-0.55	-0.55	0.5			-0.55
WISEAJ060149.33-211308.3	V.M.Placco+,ApJ, 870, 122, 2019	06 01 49.44	-21 13 08.4	5033	4.43	-0.73	-0.73	0.54			-0.73
WISEAJ060212.75-693435.0	V.M.Placco+,ApJ, 870, 122, 2019	06 02 12.72	-69 34 33.6	5434	4.52	-0.14	-0.14	-0.09			-0.14
WISEAJ060237.84-683120.8	V.M.Placco+,ApJ, 870, 122, 2019	06 02 37.92	-68 31 19.2	5337	1.96	-2.31	-2.31	0.23			-2.31
WISEAJ060444.91+671902.8	V.M.Placco+,ApJ, 870, 122, 2019	06 04 44.88	+67 19 01.2	5277	3.65	-1.13	-1.13	0.62			-1.13
WISEAJ060448.67+775242.9	V.M.Placco+,ApJ, 870, 122, 2019	06 04 48.72	+77 52 44.4	4914	4.65	-0.85	-0.85	0.35			-0.85
WISEAJ060538.05-670840.6	V.M.Placco+,ApJ, 870, 122, 2019	06 05 38.16	-67 08 42.0	4804	0.68	-2.5	-2.5	0.29			-2.5
WISEAJ060708.18-524559.9	V.M.Placco+,ApJ, 870, 122, 2019	06 07 08.16	-52 46 01.2	4923	1.84	-1.85	-1.85	0.24			-1.85
WISEAJ061449.28-592532.0	V.M.Placco+,ApJ, 870, 122, 2019	06 14 49.20	-59 25 33.6	5330	3.66	-0.23	-0.23	-0.37			-0.23
WISEAJ063058.49-575741.3	V.M.Placco+,ApJ, 870, 122, 2019	06 30 58.56	-57 57 39.6	4954	0.88	-2.3	-2.3	-0.01			-2.3
WISEAJ063132.50-582601.8	V.M.Placco+,ApJ, 870, 122, 2019	06 31 32.40	-58 26 02.4	4916	1.2	-2.07	-2.07	0.45			-2.07
WISEAJ063401.81-470749.2	V.M.Placco+,ApJ, 870, 122, 2019	06 34 01.92	-47 07 48.0	5299	2.53	-2.07	-2.07	0.75			-2.07
WISEAJ063554.80-735948.6	V.M.Placco+,ApJ, 870, 122, 2019	06 35 54.72	-73 59 49.2	4790	3.84	-0.17	-0.17	-0.49			-0.17
WISEAJ063742.02-192831.7	V.M.Placco+,ApJ, 870, 122, 2019	06 37 42.00	-19 28 30.0	6341	3.63	-0.99	-0.99	0.46			-0.99
WISEAJ063856.49-613712.6	V.M.Placco+,ApJ, 870, 122, 2019	06 38 56.40	-61 37 12.0	5138	2.16	-2.39	-2.39	0.6			-2.39
WISEAJ064515.73-724858.7	V.M.Placco+,ApJ, 870, 122, 2019	06 45 15.84	-72 48 57.6	5372	4.12	-1.21	-1.21	0.93			-1.21
WISEAJ064625.23-491348.9	V.M.Placco+,ApJ, 870, 122, 2019	06 46 25.20	-49 13 48.0	4610	3.59	-0.88	-0.88	0.21			-0.88
WISEAJ065142.66+074434.4	V.M.Placco+,ApJ, 870, 122, 2019	06 51 42.72	+07 44 34.8	5282	3.17	-1.21	-1.21	0.68			-1.21
WISEAJ065410.85+295500.6	V.M.Placco+,ApJ, 870, 122, 2019	06 54 10.80	+29 55 01.2	4712	2.88	-0.76	-0.76	-0.06			-0.76
WISEAJ065444.88-283208.5	V.M.Placco+,ApJ, 870, 122, 2019	06 54 44.88	-28 32 09.6	4661	0.64	-2.52	-2.52	0.2			-2.52
WISEAJ065507.78+182739.2	V.M.Placco+,ApJ, 870, 122, 2019	06 55 07.68	+18 27 39.6	4897	1.64	-1.9	-1.9	-0.05			-1.9
WISEAJ065518.98+080652.7	V.M.Placco+,ApJ, 870, 122, 2019	06 55 18.96	+08 06 54.0	5801	4.01	-1.28	-1.28	1.11			-1.28
WISEAJ065858.04-495043.2	V.M.Placco+,ApJ, 870, 122, 2019	06 58 58.08	-49 50 42.0	4990	4.3	-0.65	-0.65	0.36			-0.65
WISEAJ070000.72-022716.0	V.M.Placco+,ApJ, 870, 122, 2019	07 00 00.72	-02 27 14.4	7949	4.67	-0.08	-0.08	1.7			-0.08
WISEAJ070006.56-502853.6	V.M.Placco+,ApJ, 870, 122, 2019	07 00 06.48	-50 28 55.2	5753	4.47	-1.14	-1.14	0.96			-1.14
WISEAJ070007.29-104258.1	V.M.Placco+,ApJ, 870, 122, 2019	07 00 07.20	-10 42 57.6	5539	4.57	-0.3	-0.3	0.31			-0.3
WISEAJ070010.21+703930.2	V.M.Placco+,ApJ, 870, 122, 2019	07 00 10.32	+70 39 28.8	5277	4.37	-0.56	-0.56	0.4			-0.56
WISEAJ070010.55-221757.0	V.M.Placco+,ApJ, 870, 122, 2019	07 00 10.56	-22 17 56.4	4816	1.07	-2.34	-2.34	0.31			-2.34
WISEAJ070023.98-290802.5	V.M.Placco+,ApJ, 870, 122, 2019	07 00 24.00	-29 08 02.4	4663	2.52	-1.09	-1.09	0.16			-1.09
WISEAJ070029.29-251339.2	V.M.Placco+,ApJ, 870, 122, 2019	07 00 29.28	-25 13 40.8	7276	4.25	-0.29	-0.29	1.01			-0.29
WISEAJ070034.17-374041.4	V.M.Placco+,ApJ, 870, 122, 2019	07 00 34.08	-37 40 40.8	4626	4.08	-0.36	-0.36	-0.54			-0.36
WISEAJ070040.71-293348.0	V.M.Placco+,ApJ, 870, 122, 2019	07 00 40.80	-29 33 46.8	4944	4.66	-1.36	-1.36	0.71			-1.36
WISEAJ070044.36-251352.0	V.M.Placco+,ApJ, 870, 122, 2019	07 00 44.40	-25 13 51.6	5605	3.63	-0.89	-0.89	0.86			-0.89
WISEAJ070051.60+302130.1	V.M.Placco+,ApJ, 870, 122, 2019	07 00 51.60	+30 21 28.8	5103	4.76	-0.54	-0.54	0.26			-0.54
WISEAJ070054.17+321141.9	V.M.Placco+,ApJ, 870, 122, 2019	07 00 54.24	+32 11 42.0	5302	4.18	-0.89	-0.89	0.46			-0.89
WISEAJ070137.71-314615.2	V.M.Placco+,ApJ, 870, 122, 2019	07 01 37.68	-31 46 15.6	5295	2.57	-0.58	-0.58	-0.5			-0.58
WISEAJ070149.11+231847.4	V.M.Placco+,ApJ, 870, 122, 2019	07 01 49.20	+23 18 46.8	4713	4.22	-1.52	-1.52	0.9			-1.52
WISEAJ070149.66+110421.3	V.M.Placco+,ApJ, 870, 122, 2019	07 01 49.68	+11 04 22.8	4986	3.75	-0.42	-0.42	0.29			-0.42
WISEAJ070157.66-022528.1	V.M.Placco+,ApJ, 870, 122, 2019	07 01 57.60	-02 25 26.4	5396	1.85	-1.99	-1.99	0.33			-1.99
WISEAJ070217.40-714102.5	V.M.Placco+,ApJ, 870, 122, 2019	07 02 17.52	-71 41 02.4	4976	4.24	-0.23	-0.23	-0.08			-0.23
WISEAJ070257.64-311605.8	V.M.Placco+,ApJ, 870, 122, 2019	07 02 57.60	-31 16 04.8	5129	2.96	-0.08	-0.08	-0.44			-0.08
WISEAJ070734.15-145237.8	V.M.Placco+,ApJ, 870, 122, 2019	07 07 34.08	-14 52 37.2	5217	2.05	-2.02	-2.02	0.5			-2.02
WISEAJ071057.39-601726.5	V.M.Placco+,ApJ, 870, 122, 2019	07 10 57.36	-60 17 27.6	5179	4.68	-0.38	-0.38	0.27			-0.38
WISEAJ072918.08-254200.9	V.M.Placco+,ApJ, 870, 122, 2019	07 29 18.00	-25 42 00.0	7007	1.6	-0.57	-0.57	0.64			-0.57
WISEAJ074500.53-692309.1	V.M.Placco+,ApJ, 870, 122, 2019	07 45 00.48	-69 23 09.6	5247	2.4	-2.14	-2.14	0.53			-2.14
WISEAJ074901.67-240550.8	V.M.Placco+,ApJ, 870, 122, 2019	07 49 01.68	-24 05 49.2	4902	2.35	-2.93	-2.93	0.55			-2.93
WISEAJ075556.64-684254.9	V.M.Placco+,ApJ, 870, 122, 2019	07 55 56.64	-68 42 54.0	5148	2.24	-1.87	-1.87	0.44			-1.87
WISEAJ080017.41+730651.2	V.M.Placco+,ApJ, 870, 122, 2019	08 00 17.52	+73 06 50.4	4931	4.47	-0.65	-0.65	0.02			-0.65
WISEAJ080017.67+311433.5	V.M.Placco+,ApJ, 870, 122, 2019	08 00 17.76	+31 14 34.8	4770	4.66	-0.77	-0.77	0.22			-0.77
WISEAJ080027.45-462019.0	V.M.Placco+,ApJ, 870, 122, 2019	08 00 27.36	-46 20 20.4	4851	2.92	-0.12	-0.12	-0.28			-0.12
WISEAJ080035.85-481106.5	V.M.Placco+,ApJ, 870, 122, 2019	08 00 35.76	-48 11 06.0	5554	3.77	-1.02	-1.02	0.58			-1.02
WISEAJ080059.18+641144.4	V.M.Placco+,ApJ, 870, 122, 2019	08 00 59.28	+64 11 45.6	5355	4.75	-0.64	-0.64	0.38			-0.64
WISEAJ080102.08-310123.0	V.M.Placco+,ApJ, 870, 122, 2019	08 01 02.16	-31 01 22.8	5346	4.04	-0.69	-0.69	0.21			-0.69
WISEAJ080115.75+641012.5	V.M.Placco+,ApJ, 870, 122, 2019	08 01 15.84	+64 10 12.0	5447	3.79	-0.83	-0.83	0.41			-0.83
WISEAJ080123.59-451222.7	V.M.Placco+,ApJ, 870, 122, 2019	08 01 23.52	-45 12 21.6	5206	4.12	-1.4	-1.4	1			-1.4
WISEAJ080123.61-641821.0	V.M.Placco+,ApJ, 870, 122, 2019	08 01 23.52	-64 18 21.6	5740	3.83	-1.09	-1.09	0.68			-1.09
WISEAJ080124.55+414731.4	V.M.Placco+,ApJ, 870, 122, 2019	08 01 24.48	+41 47 31.2	5487	3.76	-1.04	-1.04	0.54			-1.04
WISEAJ080128.86-531957.7	V.M.Placco+,ApJ, 870, 122, 2019	08 01 28.80	-53 19 58.8	4977	1.27	-1.93	-1.93	0.31			-1.93
WISEAJ080130.75-440753.6	V.M.Placco+,ApJ, 870, 122, 2019	08 01 30.72	-44 07 55.2	6099	4.22	-0.25	-0.25	0.29			-0.25
WISEAJ080155.45-485844.6	V.M.Placco+,ApJ, 870, 122, 2019	08 01 55.44	-48 58 44.4	4944	2.85	-0.2	-0.2	-0.38			-0.2
WISEAJ080227.02+255154.6	V.M.Placco+,ApJ, 870, 122, 2019	08 02 27.12	+25 51 54.0	5417	3.06	-2.25	-2.25	0.57			-2.25
WISEAJ080229.07-623738.7	V.M.Placco+,ApJ, 870, 122, 2019	08 02 29.04	-62 37 37.2	4728	2.77	-0.07	-0.07	-0.69			-0.07
WISEAJ080342.64-484528.9	V.M.Placco+,ApJ, 870, 122, 2019	08 03 42.72	-48 45 28.8	6182	4.05	-0.39	-0.39	0.4			-0.39
WISEAJ080411.30-261143.1	V.M.Placco+,ApJ, 870, 122, 2019	08 04 11.28	-26 11 42.0	4994	2.06	-1.28	-1.28	0.57			-1.28
WISEAJ080420.80-444742.6	V.M.Placco+,ApJ, 870, 122, 2019	08 04 20.88	-44 47 42.0	5513	4.71	-1.26	-1.26	0.92			-1.26
WISEAJ080432.69-452548.9	V.M.Placco+,ApJ, 870, 122, 2019	08 04 32.64	-45 25 48.0	5196	2.94	-0.77	-0.77	0.21			-0.77
WISEAJ080438.61-693716.4	V.M.Placco+,ApJ, 870, 122, 2019	08 04 38.64	-69 37 15.6	5104	3.37	-0.93	-0.93	0.52			-0.93
WISEAJ080500.55-405258.0	V.M.Placco+,ApJ, 870, 122, 2019	08 05 00.48	-40 52 58.8	5206	4.68	-0.88	-0.88	0.65			-0.88
WISEAJ080526.19-775555.1	V.M.Placco+,ApJ, 870, 122, 2019	08 05 26.16	-77 55 55.2	5388	3.68	-0.79	-0.79	0.4			-0.79
WISEAJ080547.15-641657.4	V.M.Placco+,ApJ, 870, 122, 2019	08 05 47.04	-64 16 58.8	5344	2.56	-2.45	-2.45	0.79			-2.45
WISEAJ080611.30-482906.6	V.M.Placco+,ApJ, 870, 122, 2019	08 06 11.28	-48 29 06.0	5926	3.29	-0.75	-0.75	0.79			-0.75
WISEAJ080611.46-222544.3	V.M.Placco+,ApJ, 870, 122, 2019	08 06 11.52	-22 25 44.4	5533	2.87	-0.95	-0.95	0.61			-0.95
WISEAJ080642.97-770421.3	V.M.Placco+,ApJ, 870, 122, 2019	08 06 42.96	-77 04 22.8	5377	2.57	-1.93	-1.93	0.71			-1.93
WISEAJ081615.81-591052.2	V.M.Placco+,ApJ, 870, 122, 2019	08 16 15.84	-59 10 51.6	4932	2.52	-0.93	-0.93	-0.08			-0.93
WISEAJ082030.56-615527.6	V.M.Placco+,ApJ, 870, 122, 2019	08 20 30.48	-61 55 26.4	4968	1.8	-2.33	-2.33	0.32			-2.33
WISEAJ084007.53-602047.7	V.M.Placco+,ApJ, 870, 122, 2019	08 40 07.44	-60 20 49.2	5091	3.26	-0.41	-0.41	0.51			-0.41
WISEAJ084507.09-104959.2	V.M.Placco+,ApJ, 870, 122, 2019	08 45 07.20	-10 49 58.8	5095	1.44	-2.38	-2.38	0			-2.38
WISEAJ084731.54-744813.5	V.M.Placco+,ApJ, 870, 122, 2019	08 47 31.44	-74 48 14.4	5901	3.76	-1.11	-1.11	0.65			-1.11
WISEAJ084955.82-484440.9	V.M.Placco+,ApJ, 870, 122, 2019	08 49 55.92	-48 44 42.0	6644	2.49	-1.85	-1.85	1.41			-1.85
WISEAJ085252.68-190636.3	V.M.Placco+,ApJ, 870, 122, 2019	08 52 52.80	-19 06 36.0	4712	0.87	-2.17	-2.17	0.25			-2.17
WISEAJ090005.31+003218.6	V.M.Placco+,ApJ, 870, 122, 2019	09 00 05.28	+00 32 20.4	4656	2.85	-0.5	-0.5	-0.27			-0.5
WISEAJ090009.06-693656.3	V.M.Placco+,ApJ, 870, 122, 2019	09 00 09.12	-69 36 57.6	6136	3.85	-1.08	-1.08	1.01			-1.08
WISEAJ090029.16-714042.2	V.M.Placco+,ApJ, 870, 122, 2019	09 00 29.04	-71 40 40.8	5081	1.67	-2.6	-2.6	-0.09			-2.6
WISEAJ090041.50-650103.4	V.M.Placco+,ApJ, 870, 122, 2019	09 00 41.52	-65 01 04.8	4872	3.19	-0.09	-0.09	-0.24			-0.09
WISEAJ090117.59-813509.6	V.M.Placco+,ApJ, 870, 122, 2019	09 01 17.52	-81 35 09.6	4854	4.8	-1.04	-1.04	0.36			-1.04
WISEAJ090141.39-460818.1	V.M.Placco+,ApJ, 870, 122, 2019	09 01 41.52	-46 08 16.8	5219	2.07	0	0	-0.15			0
WISEAJ090142.95-650831.8	V.M.Placco+,ApJ, 870, 122, 2019	09 01 42.96	-65 08 31.2	5591	4.2	-0.87	-0.87	0.69			-0.87
WISEAJ090151.43-621037.4	V.M.Placco+,ApJ, 870, 122, 2019	09 01 51.36	-62 10 37.2	5005	2.39	-3.13	-3.13	0.2			-3.13
WISEAJ090205.89-462245.2	V.M.Placco+,ApJ, 870, 122, 2019	09 02 06.00	-46 22 44.4	4997	3.13	-0.29	-0.29	-0.18			-0.29
WISEAJ090220.14-115804.8	V.M.Placco+,ApJ, 870, 122, 2019	09 02 20.16	-11 58 04.8	5441	2.93	-2.56	-2.56	1.96			-2.56
WISEAJ090247.48-061616.2	V.M.Placco+,ApJ, 870, 122, 2019	09 02 47.52	-06 16 15.6	5362	4.35	-0.39	-0.39	0.22			-0.39
WISEAJ090340.30-761021.0	V.M.Placco+,ApJ, 870, 122, 2019	09 03 40.32	-76 10 22.8	5672	4.18	-1.09	-1.09	0.79			-1.09
WISEAJ090453.77-074314.5	V.M.Placco+,ApJ, 870, 122, 2019	09 04 53.76	-07 43 15.6	5827	4.3	-0.39	-0.39	0.2			-0.39
WISEAJ090645.75-321442.3	V.M.Placco+,ApJ, 870, 122, 2019	09 06 45.84	-32 14 42.0	5139	1.49	-2.55	-2.55	0.36			-2.55
WISEAJ092824.20-694428.4	V.M.Placco+,ApJ, 870, 122, 2019	09 28 24.24	-69 44 27.6	4967	1.71	-2.32	-2.32	0.36			-2.32
WISEAJ093718.35-465022.6	V.M.Placco+,ApJ, 870, 122, 2019	09 37 18.24	-46 50 24.0	5086	1.51	-1.68	-1.68	0			-1.68
WISEAJ093805.78-715235.6	V.M.Placco+,ApJ, 870, 122, 2019	09 38 05.76	-71 52 37.2	4982	1.88	-2.16	-2.16	0.27			-2.16
WISEAJ094157.50-361936.5	V.M.Placco+,ApJ, 870, 122, 2019	09 41 57.60	-36 19 37.2	5013	1.86	-1.01	-1.01	-0.86			-1.01
WISEAJ094615.70-410707.3	V.M.Placco+,ApJ, 870, 122, 2019	09 46 15.60	-41 07 08.4	4933	0.98	-2.25	-2.25	0.14			-2.25
WISEAJ095016.74-381945.5	V.M.Placco+,ApJ, 870, 122, 2019	09 50 16.80	-38 19 44.4	5015	2.15	-2.34	-2.34	0.49			-2.34
WISEAJ095146.81-823243.6	V.M.Placco+,ApJ, 870, 122, 2019	09 51 46.80	-82 32 42.0	4752	1.41	-2.02	-2.02	0.13			-2.02
WISEAJ100020.81-675526.6	V.M.Placco+,ApJ, 870, 122, 2019	10 00 20.88	-67 55 26.4	5145	4.69	-0.13	-0.13	0.04			-0.13
WISEAJ100059.64-462653.7	V.M.Placco+,ApJ, 870, 122, 2019	10 00 59.76	-46 26 52.8	4894	4.68	-0.54	-0.54	0.12			-0.54
WISEAJ100112.02-295847.7	V.M.Placco+,ApJ, 870, 122, 2019	10 01 12.00	-29 58 48.0	4638	1.13	-2.2	-2.2	0.02			-2.2
WISEAJ100147.65-760147.2	V.M.Placco+,ApJ, 870, 122, 2019	10 01 47.76	-76 01 48.0	5265	4.06	-0.84	-0.84	0.85			-0.84
WISEAJ100251.25-433109.9	V.M.Placco+,ApJ, 870, 122, 2019	10 02 51.36	-43 31 08.4	5045	1.7	-2.84	-2.84	0.16			-2.84
WISEAJ100322.52-601605.5	V.M.Placco+,ApJ, 870, 122, 2019	10 03 22.56	-60 16 04.8	6486	4.01	-1	-1	1.13			-1
WISEAJ100359.67-705850.3	V.M.Placco+,ApJ, 870, 122, 2019	10 03 59.76	-70 58 51.6	5082	2.74	-0.09	-0.09	-0.98			-0.09
WISEAJ100427.09-191028.8	V.M.Placco+,ApJ, 870, 122, 2019	10 04 27.12	-19 10 30.0	4909	0.84	-2.37	-2.37	0.12			-2.37
WISEAJ100440.96-745338.4	V.M.Placco+,ApJ, 870, 122, 2019	10 04 41.04	-74 53 38.4	5729	3.82	-0.89	-0.89	0.89			-0.89
WISEAJ100507.95-311653.6	V.M.Placco+,ApJ, 870, 122, 2019	10 05 07.92	-31 16 55.2	5244	4.46	-1.17	-1.17	0.93			-1.17
WISEAJ100714.51-765102.9	V.M.Placco+,ApJ, 870, 122, 2019	10 07 14.40	-76 51 03.6	4871	2.09	-2.67	-2.67	0.16			-2.67
WISEAJ100734.74-342048.1	V.M.Placco+,ApJ, 870, 122, 2019	10 07 34.80	-34 20 49.2	4808	2.37	-0.56	-0.56	-0.45			-0.56
WISEAJ100801.43-415047.5	V.M.Placco+,ApJ, 870, 122, 2019	10 08 01.44	-41 50 49.2	5383	2.1	-1.74	-1.74	0.52			-1.74
WISEAJ100843.57-465756.2	V.M.Placco+,ApJ, 870, 122, 2019	10 08 43.68	-46 57 57.6	5379	2.34	-2.17	-2.17	0.66			-2.17
WISEAJ101308.75-385007.3	V.M.Placco+,ApJ, 870, 122, 2019	10 13 08.64	-38 50 06.0	5627	3.43	0.05	0.05	-0.26			0.05
WISEAJ101322.06-651437.5	V.M.Placco+,ApJ, 870, 122, 2019	10 13 22.08	-65 14 38.4	7929	4.71	-0.28	-0.28	1.35			-0.28
WISEAJ101618.80-594043.8	V.M.Placco+,ApJ, 870, 122, 2019	10 16 18.72	-59 40 44.4	5154	3.49	-0.47	-0.47	-0.23			-0.47
WISEAJ101633.96-522411.4	V.M.Placco+,ApJ, 870, 122, 2019	10 16 34.08	-52 24 10.8	7571	4.05	-3.38	-3.38	0.01			-3.38
WISEAJ101659.15-780016.2	V.M.Placco+,ApJ, 870, 122, 2019	10 16 59.04	-78 00 18.0	6211	4.44	-0.03	-0.03	0.69			-0.03
WISEAJ102023.80-643713.9	V.M.Placco+,ApJ, 870, 122, 2019	10 20 23.76	-64 37 15.6	5310	3.99	-0.37	-0.37	-0.22			-0.37
WISEAJ102607.52-443036.1	V.M.Placco+,ApJ, 870, 122, 2019	10 26 07.44	-44 30 36.0	5056	1.66	-2.04	-2.04	0.44			-2.04
WISEAJ102657.75-520324.1	V.M.Placco+,ApJ, 870, 122, 2019	10 26 57.84	-52 03 25.2	5785	3.53	-0.96	-0.96	0.68			-0.96
WISEAJ102811.47-611621.4	V.M.Placco+,ApJ, 870, 122, 2019	10 28 11.52	-61 16 22.8	7633	3.31	-0.25	-0.25	2.06			-0.25
WISEAJ105042.42-151203.9	V.M.Placco+,ApJ, 870, 122, 2019	10 50 42.48	-15 12 03.6	5616	3.62	-0.71	-0.71	0.42			-0.71
WISEAJ105214.25-545448.2	V.M.Placco+,ApJ, 870, 122, 2019	10 52 14.16	-54 54 46.8	5245	3.44	-0.93	-0.93	0.16			-0.93
WISEAJ105506.33-190836.0	V.M.Placco+,ApJ, 870, 122, 2019	10 55 06.24	-19 08 34.8	5051	2.24	-3.06	-3.06	-0.18			-3.06
WISEAJ105652.04-240814.1	V.M.Placco+,ApJ, 870, 122, 2019	10 56 52.08	-24 08 13.2	5157	3.21	-1.2	-1.2	0.69			-1.2
WISEAJ110013.27-131258.2	V.M.Placco+,ApJ, 870, 122, 2019	11 00 13.20	-13 12 57.6	5299	2.61	-2.75	-2.75	1.25			-2.75
WISEAJ110120.41-133838.6	V.M.Placco+,ApJ, 870, 122, 2019	11 01 20.40	-13 38 38.4	5312	2.14	-2.36	-2.36	0.11			-2.36
WISEAJ110208.48-040108.5	V.M.Placco+,ApJ, 870, 122, 2019	11 02 08.40	-04 01 08.4	4954	1.75	-2.59	-2.59	0.37			-2.59
WISEAJ110211.04-132930.3	V.M.Placco+,ApJ, 870, 122, 2019	11 02 11.04	-13 29 31.2	5452	2.88	-1.69	-1.69	0.74			-1.69
WISEAJ110354.59-465001.4	V.M.Placco+,ApJ, 870, 122, 2019	11 03 54.48	-46 50 02.4	5421	4.65	0.09	0.09	0.3			0.09
WISEAJ110359.87-874156.0	V.M.Placco+,ApJ, 870, 122, 2019	11 03 59.76	-87 41 56.4	5164	1.77	-2.17	-2.17	0.35			-2.17
WISEAJ110422.27-125342.2	V.M.Placco+,ApJ, 870, 122, 2019	11 04 22.32	-12 53 42.0	4860	2.14	-2.61	-2.61	-0.06			-2.61
WISEAJ110911.03-540054.4	V.M.Placco+,ApJ, 870, 122, 2019	11 09 11.04	-54 00 54.0	5609	4.66	-1.65	-1.65	0.99			-1.65
WISEAJ111223.72-104216.2	V.M.Placco+,ApJ, 870, 122, 2019	11 12 23.76	-10 42 18.0	4954	4.34	-0.43	-0.43	0.06			-0.43
WISEAJ111603.71-445621.1	V.M.Placco+,ApJ, 870, 122, 2019	11 16 03.60	-44 56 20.4	4619	1.07	-2.54	-2.54	-0.25			-2.54
WISEAJ112210.29-084412.7	V.M.Placco+,ApJ, 870, 122, 2019	11 22 10.32	-08 44 13.2	5479	2.56	-2.04	-2.04	0.76			-2.04
WISEAJ112245.35-505321.9	V.M.Placco+,ApJ, 870, 122, 2019	11 22 45.36	-50 53 20.4	5319	2.48	-2.65	-2.65	0.65			-2.65
WISEAJ112605.95-735240.8	V.M.Placco+,ApJ, 870, 122, 2019	11 26 06.00	-73 52 40.8	5216	2.96	-0.44	-0.44	0.02			-0.44
WISEAJ112643.72-752547.3	V.M.Placco+,ApJ, 870, 122, 2019	11 26 43.68	-75 25 48.0	5286	3.55	-1.18	-1.18	0.43			-1.18
WISEAJ112651.51-484717.2	V.M.Placco+,ApJ, 870, 122, 2019	11 26 51.60	-48 47 16.8	5204	3.33	-0.74	-0.74	0.51			-0.74
WISEAJ113118.65-063648.3	V.M.Placco+,ApJ, 870, 122, 2019	11 31 18.72	-06 36 46.8	5179	2.6	-1.58	-1.58	0.36			-1.58
WISEAJ113742.81-350447.8	V.M.Placco+,ApJ, 870, 122, 2019	11 37 42.72	-35 04 48.0	5476	4.3	-0.57	-0.57	0.27			-0.57
WISEAJ114029.00-810656.7	V.M.Placco+,ApJ, 870, 122, 2019	11 40 29.04	-81 06 57.6	5576	3.93	-0.6	-0.6	0.66			-0.6
WISEAJ114157.78-825515.3	V.M.Placco+,ApJ, 870, 122, 2019	11 41 57.84	-82 55 15.6	5458	2.43	-1.63	-1.63	0.78			-1.63
WISEAJ120146.07-812305.0	V.M.Placco+,ApJ, 870, 122, 2019	12 01 46.08	-81 23 06.0	5543	2.48	-1.62	-1.62	0.57			-1.62
WISEAJ120306.72-353748.3	V.M.Placco+,ApJ, 870, 122, 2019	12 03 06.72	-35 37 48.0	4850	2.52	-1.67	-1.67	0.54			-1.67
WISEAJ120455.05-400546.2	V.M.Placco+,ApJ, 870, 122, 2019	12 04 54.96	-40 05 45.6	5238	2.44	-1.61	-1.61	0.63			-1.61
WISEAJ120501.60-703745.6	V.M.Placco+,ApJ, 870, 122, 2019	12 05 01.68	-70 37 44.4	5394	4.52	-0.23	-0.23	0.5			-0.23
WISEAJ120519.48-383149.8	V.M.Placco+,ApJ, 870, 122, 2019	12 05 19.44	-38 31 51.6	5029	4.04	-0.57	-0.57	-0.1			-0.57
WISEAJ120631.49-354613.7	V.M.Placco+,ApJ, 870, 122, 2019	12 06 31.44	-35 46 12.0	4776	3.42	-1.17	-1.17	0.6			-1.17
WISEAJ120737.24-385453.0	V.M.Placco+,ApJ, 870, 122, 2019	12 07 37.20	-38 54 54.0	4691	1.46	-2.39	-2.39	0			-2.39
WISEAJ120922.36-510632.3	V.M.Placco+,ApJ, 870, 122, 2019	12 09 22.32	-51 06 32.4	5535	4.35	-0.62	-0.62	0.45			-0.62
WISEAJ120949.17-540029.3	V.M.Placco+,ApJ, 870, 122, 2019	12 09 49.20	-54 00 28.8	5552	2.17	-1.66	-1.66	0.31			-1.66
WISEAJ120952.15-342643.3	V.M.Placco+,ApJ, 870, 122, 2019	12 09 52.08	-34 26 42.0	5101	2.09	-1.81	-1.81	0.61			-1.81
WISEAJ121235.64-374508.6	V.M.Placco+,ApJ, 870, 122, 2019	12 12 35.76	-37 45 07.2	5516	4.3	-0.57	-0.57	0.55			-0.57
WISEAJ121312.34-533003.6	V.M.Placco+,ApJ, 870, 122, 2019	12 13 12.24	-53 30 03.6	4756	4.77	-0.52	-0.52	-0.13			-0.52
