# object_id,reference,teff,logg,[Fe/H],[C/Fe]_1D,[C/Fe]_3D 
HE0355-3728,D.Yong+_ApJ_762_26_2013,6418,3.84,-3.41,2.14,1.68
HE0400-2030,W.Aoki+_ApJ_655_492_2007,5600,3.50,-1.78,1.15,0.95
HE0401-3835,J.G.Cohen+_ApJ_778_56_2013,5458,3.20,-3.10,0.99,0.57
HE0411-3558,T.Hansen+_ApJ_807_173_2015,6300,3.70,-2.81,0.70,0.36
HE0417-0821,P.S.Barklem+_AAP_439_129_2005,5811,4.83,-2.33,0.21,-0.08
HE0429-4620,M.Gull+_ApJ_912_52_2021,5205,2.80,-2.40,0.05,-0.24
HE0430-4404,P.S.Barklem+_AAP_439_129_2005,6214,4.27,-2.08,1.40,1.14
HE0430-4901,P.S.Barklem+_AAP_439_129_2005,5296,3.12,-2.72,0.05,-0.29
HE0436-4008,P.S.Barklem+_AAP_439_129_2005,5431,3.34,-2.35,0.45,0.17
HE0440-1049,T.Hansen+_ApJ_807_173_2015,5800,3.50,-3.02,0.69,0.30
HE0441-4343,P.S.Barklem+_AAP_439_129_2005,5629,3.59,-2.52,0.29,-0.02
HE0447-1858,J.G.Cohen+_ApJ_778_56_2013,5570,3.50,-2.61,0.38,0.06
HE0447-4858,P.S.Barklem+_AAP_439_129_2005,5995,3.86,-1.69,0.00,-0.21
HE0448-4806,T.Hansen+_ApJ_807_173_2015,5900,3.60,-2.26,2.24,1.97
HE0450-4705,P.S.Barklem+_AAP_439_129_2005,5429,3.34,-3.10,0.81,0.39
HE0450-4705,J.Ren+_AAP_537_A118_2012,5429,3.34,-2.93,0.80,0.43
HE0450-4902,T.Hansen+_ApJ_807_173_2015,6300,4.50,-3.07,2.03,1.65
HE0454-4758,P.S.Barklem+_AAP_439_129_2005,5388,3.33,-3.10,0.39,-0.03
HE0501-5139,P.S.Barklem+_AAP_439_129_2005,5861,3.54,-2.38,0.36,0.07
HE0501-5139,J.Ren+_AAP_537_A118_2012,5861,3.54,-2.21,0.36,0.10
HE0513-4557,P.S.Barklem+_AAP_439_129_2005,5629,3.62,-2.79,0.35,-0.00
HE0516-3820,P.S.Barklem+_AAP_439_129_2005,5342,3.05,-2.32,0.35,0.07
HE0519-5525,P.S.Barklem+_AAP_439_129_2005,5580,3.48,-2.52,0.25,-0.06
HE0520-1748,P.S.Barklem+_AAP_439_129_2005,5272,3.06,-2.52,0.41,0.10
HE0520-1748,J.Ren+_AAP_537_A118_2012,5272,3.06,-2.35,0.41,0.13
HE0534-4615,P.S.Barklem+_AAP_439_129_2005,5506,3.40,-2.01,0.09,-0.14
HE0534-4615,J.Ren+_AAP_537_A118_2012,5506,3.40,-1.84,0.09,-0.12
HE0538-4515,P.S.Barklem+_AAP_439_129_2005,5896,3.97,-1.52,0.11,-0.08
HE0926-0508,P.S.Barklem+_AAP_439_129_2005,6249,4.24,-2.78,0.58,0.24
HE0926-0508,J.Ren+_AAP_537_A118_2012,6249,4.24,-2.61,0.58,0.26
HE0938+0114,P.S.Barklem+_AAP_439_129_2005,6777,4.89,-2.51,0.62,0.31
HE0938+0114,I.U.Roederer+_AJ_147_136_2014,6030,3.65,-3.09,0.61,0.22
HE0945-1435,T.Hansen+_ApJ_807_173_2015,6300,4.50,-3.87,2.00,1.44
HE0945-1435,D.Yong+_ApJ_762_26_2013,6344,3.71,-3.77,1.70,1.16
HE0951-1152,P.S.Barklem+_AAP_439_129_2005,5349,4.75,-2.62,0.07,-0.25
HE1012-1540,J.G.Cohen+_ApJ_778_56_2013,5520,4.70,-3.56,2.43,1.94
HE1012-1540,A.Arentsen+_AAP_621_A108_2019,5230,2.70,-4.17,2.41,1.72
HE1012-1540,J.G.Cohen+_ApJ_672_320_2008,5620,3.40,-3.48,2.43,1.90
HE1029-0546,T.Hansen+_ApJ_807_173_2015,6650,4.30,-3.28,2.64,2.21
HE1044-2509,P.S.Barklem+_AAP_439_129_2005,5227,2.78,-2.88,0.48,0.11
HE1052-2548,P.S.Barklem+_AAP_439_129_2005,6534,4.52,-2.29,0.47,0.19
HE1052-2548,J.Ren+_AAP_537_A118_2012,6534,4.52,-2.12,0.47,0.21
HE1055+0104,D.Yong+_ApJ_762_26_2013,6287,3.79,-2.87,1.20,0.85
HE1059-0118,P.S.Barklem+_AAP_439_129_2005,5560,4.30,-2.80,0.32,-0.02
HE1100-0137,P.S.Barklem+_AAP_439_129_2005,6101,4.25,-2.90,0.43,0.08
HE1100-0137,J.Ren+_AAP_537_A118_2012,6101,4.25,-2.75,0.43,0.09
HE1105+0027,P.S.Barklem+_AAP_439_129_2005,6132,3.45,-2.42,1.96,1.66
HE1116-0054,D.Yong+_ApJ_762_26_2013,6454,3.80,-3.49,1.72,1.24
HE1120-0153,P.S.Barklem+_AAP_439_129_2005,6191,4.09,-2.76,0.59,0.25
HE1122-1429,P.S.Barklem+_AAP_439_129_2005,5787,3.29,-2.65,0.40,0.07
HE1126-1735,P.S.Barklem+_AAP_439_129_2005,5689,3.31,-2.69,0.19,-0.15
HE1126-1735,J.Ren+_AAP_537_A118_2012,5689,3.31,-2.52,0.19,-0.12
HE1128-0823,P.S.Barklem+_AAP_439_129_2005,5909,3.71,-2.71,0.43,0.10
HE1131+0141,P.S.Barklem+_AAP_439_129_2005,5236,2.98,-2.49,0.08,-0.23
HE1132+0125,P.S.Barklem+_AAP_439_129_2005,5732,3.54,-2.38,0.20,-0.09
HE1133-1641,J.G.Cohen+_ApJ_778_56_2013,6500,4.20,-2.87,1.30,0.95
HE1135-0344,P.S.Barklem+_AAP_439_129_2005,6154,4.03,-2.63,1.00,0.68
HE1141-0610,J.G.Cohen+_ApJ_778_56_2013,6750,4.10,-2.33,1.10,0.81
HE1142-1422,D.Yong+_ApJ_762_26_2013,6238,2.80,-2.84,1.57,1.21
HE1148-0037,P.S.Barklem+_AAP_439_129_2005,5964,4.16,-3.47,0.80,0.33
HE1201-1512,D.Yong+_ApJ_762_26_2013,5725,3.39,-3.86,1.14,0.49
HE1201-1512,A.Arentsen+_AAP_621_A108_2019,5725,4.70,-3.86,1.14,0.58
HE1204-0744,D.Yong+_ApJ_762_26_2013,6500,4.30,-2.71,1.54,1.21
HE1207-2031,P.S.Barklem+_AAP_439_129_2005,6281,4.40,-2.82,0.60,0.26
HE1207-2031,J.Ren+_AAP_537_A118_2012,6281,4.40,-2.65,0.60,0.28
HE1207-3108,D.Yong+_ApJ_762_26_2013,5294,2.85,-2.70,-0.27,-0.61
HE1210+0048,P.S.Barklem+_AAP_439_129_2005,6028,3.73,-2.26,0.53,0.25
HE1210-1956,P.S.Barklem+_AAP_439_129_2005,5790,3.30,-2.57,0.18,-0.14
HE1217-0540,P.S.Barklem+_AAP_439_129_2005,5700,4.20,-2.94,0.77,0.41
HE1218-1828,T.Hansen+_ApJ_807_173_2015,5900,3.50,-3.43,1.27,0.75
HE1221-0522,P.S.Barklem+_AAP_439_129_2005,5789,4.04,-2.84,0.49,0.14
HE1221-1948,P.S.Barklem+_AAP_439_129_2005,6083,3.81,-3.36,1.39,0.94
HE1221-1948,J.Ren+_AAP_537_A118_2012,6083,3.81,-2.43,1.38,1.08
HE1222-0200,P.S.Barklem+_AAP_439_129_2005,5288,2.72,-2.44,0.19,-0.11
HE1222-0336,P.S.Barklem+_AAP_439_129_2005,6052,3.96,-2.04,0.18,-0.07
HE1225-0515,P.S.Barklem+_AAP_439_129_2005,6210,3.81,-1.96,0.47,0.23
HE1230-1724,P.S.Barklem+_AAP_439_129_2005,5952,3.98,-2.30,0.09,-0.19
HE1241-2907,T.Hansen+_ApJ_807_173_2015,6900,3.80,-3.00,2.00,1.63
HE1243-1425,P.S.Barklem+_AAP_439_129_2005,5507,3.19,-2.67,0.47,0.14
HE1245-0215,J.G.Cohen+_ApJ_778_56_2013,6500,3.80,-2.90,1.87,1.52
HE1245-1616,P.S.Barklem+_AAP_439_129_2005,6191,4.04,-2.97,0.73,0.37
HE1245-1616,J.Ren+_AAP_537_A118_2012,6191,4.04,-2.81,0.73,0.39
HE1248-1800,P.S.Barklem+_AAP_439_129_2005,5288,2.92,-2.89,0.48,0.11
HE1249-3121,P.S.Barklem+_AAP_439_129_2005,5373,3.40,-3.23,1.81,1.35
HE1252+0044,P.S.Barklem+_AAP_439_129_2005,5296,2.98,-3.28,0.55,0.08
HE1256-0651,P.S.Barklem+_AAP_439_129_2005,6137,4.05,-2.35,0.57,0.28
HE1256-0651,J.Ren+_AAP_537_A118_2012,6137,4.05,-2.19,0.58,0.31
HE1259-0621,P.S.Barklem+_AAP_439_129_2005,5787,3.68,-2.64,0.37,0.04
HE1300+0157,P.S.Barklem+_AAP_439_129_2005,5411,3.38,-3.74,1.13,0.52
HE1300+0157,J.G.Cohen+_ApJ_778_56_2013,5550,3.30,-3.54,1.34,0.79
HE1300+0157,A.Arentsen+_AAP_621_A108_2019,5529,3.30,-3.75,1.31,0.69
HE1300+0157,J.G.Cohen+_ApJ_672_320_2008,5632,3.37,-3.44,1.44,0.92
HE1300+0157,A.Frebel+_ApJ_658_534_2007,5450,3.20,-3.78,1.24,0.61
HE1300-0641,P.S.Barklem+_AAP_439_129_2005,5308,2.96,-3.14,1.25,0.82
HE1300-2201,P.S.Barklem+_AAP_439_129_2005,6332,4.64,-2.60,0.97,0.65
HE1305-0331,P.S.Barklem+_AAP_439_129_2005,6081,4.22,-3.26,1.09,0.66
HE1305-0331,J.Ren+_AAP_537_A118_2012,6081,4.22,-3.09,1.09,0.70
HE1327-2326,R.Ezzeddine+_ApJ_876_97_2019,6180,3.70,-5.71,3.49,2.89
HE1327-2326,A.Frebel+_ApJ_684_588_2008,6180,3.70,-5.71,4.18,3.58
HE1327-2326,A.Frebel+_ApJ_638_L17_2006,6180,3.70,-5.80,4.27,3.67
HE1327-2326,W.Aoki+_ApJ_639_897_2006,6180,3.70,-5.71,4.27,3.67
HE1327-2326,A.Arentsen+_AAP_621_A108_2019,6180,3.70,-5.71,4.18,3.58
HE1330-0354,P.S.Barklem+_AAP_439_129_2005,6257,4.13,-2.29,1.01,0.73
HE1330-0354,J.Ren+_AAP_537_A118_2012,6257,4.13,-2.12,1.01,0.75
HE1335+0135,P.S.Barklem+_AAP_439_129_2005,5246,2.94,-2.47,0.10,-0.20
HE1337+0012,P.S.Barklem+_AAP_439_129_2005,6141,4.25,-3.44,0.67,0.20
HE1337-0453,P.S.Barklem+_AAP_439_129_2005,5938,3.56,-2.34,0.08,-0.20
HE1337-0453,J.Ren+_AAP_537_A118_2012,5938,3.56,-2.17,0.08,-0.18
HE1338-0052,J.G.Cohen+_ApJ_778_56_2013,5856,3.70,-3.06,1.53,1.15
HE1343-0640,P.S.Barklem+_AAP_439_129_2005,5942,3.97,-1.90,0.73,0.50
HE1346-0427,D.Yong+_ApJ_762_26_2013,6255,3.69,-3.57,1.10,0.60
HE1351-1049,P.S.Barklem+_AAP_439_129_2005,5204,2.85,-3.45,1.51,0.99
HE1401-0010,M.Gull+_ApJ_912_52_2021,6340,3.85,-2.54,0.93,0.62
HE1402-0523,D.Yong+_ApJ_762_26_2013,6418,3.82,-3.17,1.50,1.09
HE1405-2512,J.G.Cohen+_ApJ_778_56_2013,5602,3.30,-2.85,0.73,0.37
HE1410-0004,J.G.Cohen+_ApJ_778_56_2013,5605,3.50,-3.07,2.20,1.79
HE1410-0004,J.G.Cohen+_AJ_132_137_2006,5605,3.50,-3.07,2.20,1.79
HE1413-1954,P.S.Barklem+_AAP_439_129_2005,6533,4.59,-3.19,1.41,1.00
HE1421-2006,P.S.Barklem+_AAP_439_129_2005,5687,3.73,-2.65,0.26,-0.06
HE1430+0053,P.S.Barklem+_AAP_439_129_2005,5201,2.74,-3.03,0.25,-0.14
HE1430-0026,P.S.Barklem+_AAP_439_129_2005,5855,4.12,-2.78,0.48,0.14
HE1430-1123,P.S.Barklem+_AAP_439_129_2005,5915,3.75,-2.70,1.80,1.47
HE1431-2142,P.S.Barklem+_AAP_439_129_2005,6137,4.10,-2.60,0.45,0.13
HE1431-2142,J.Ren+_AAP_537_A118_2012,6137,4.10,-2.43,0.44,0.14
HE1432-1819,J.G.Cohen+_ApJ_778_56_2013,5975,3.60,-2.61,1.04,0.72
HE1434-1442,J.G.Cohen+_ApJ_778_56_2013,5420,3.20,-2.43,2.16,1.86
HE1434-1442,J.G.Cohen+_AJ_132_137_2006,5420,3.15,-2.43,2.16,1.86
HE1439-0218,J.G.Cohen+_ApJ_778_56_2013,6150,3.70,-2.70,0.87,0.54
HE1439-1420,J.G.Cohen+_ApJ_778_56_2013,6056,3.80,-3.02,2.05,1.68
HE1446-0140,J.G.Cohen+_ApJ_778_56_2013,6090,4.40,-2.43,0.35,0.05
HE2020-5228,D.Yong+_ApJ_762_26_2013,6305,3.79,-2.93,1.66,1.30
HE2032-5633,D.Yong+_ApJ_762_26_2013,6457,3.78,-3.63,2.36,1.85
HE2047-5612,D.Yong+_ApJ_762_26_2013,6128,3.68,-3.14,1.37,0.97
HE2133-1432,P.S.Barklem+_AAP_439_129_2005,5716,3.46,-2.02,0.08,-0.15
HE2133-1432,J.Ren+_AAP_537_A118_2012,5716,3.46,-1.85,0.08,-0.13
HE2134+0001,P.S.Barklem+_AAP_439_129_2005,5257,3.00,-2.22,0.17,-0.09
HE2134+0001,J.Ren+_AAP_537_A118_2012,5257,3.00,-2.05,0.16,-0.08
HE2135-1924,D.Yong+_ApJ_762_26_2013,6449,4.37,-3.31,1.74,1.30
HE2136-6030,D.Yong+_ApJ_762_26_2013,6409,3.85,-2.88,1.71,1.36
HE2138-3336,V.M.Placco+_ApJ_770_104_2013,5850,3.60,-2.79,2.44,2.09
HE2139-5432,D.Yong+_ApJ_762_26_2013,5416,3.04,-4.02,2.60,1.91
HE2139-5432,A.Arentsen+_AAP_621_A108_2019,5416,3.00,-4.02,2.60,1.91
HE2141-0726,D.Yong+_ApJ_762_26_2013,6551,4.26,-2.72,1.55,1.22
HE2148-1247,J.G.Cohen+_ApJ_588_1082_2003,6380,3.90,-2.37,2.02,1.73
HE2148-1247,J.G.Cohen+_ApJ_778_56_2013,6380,3.90,-2.35,2.00,1.71
HE2150-0825,P.S.Barklem+_AAP_439_129_2005,5960,3.67,-1.98,1.31,1.07
HE2151-2858,P.S.Barklem+_AAP_439_129_2005,5598,4.14,-2.38,0.06,-0.23
HE2151-2858,J.Ren+_AAP_537_A118_2012,5598,4.14,-2.21,0.06,-0.21
HE2154-2838,P.S.Barklem+_AAP_439_129_2005,5303,3.18,-1.85,0.00,-0.21
HE2155+0136,P.S.Barklem+_AAP_439_129_2005,5331,3.22,-2.07,-0.04,-0.28
HE2200-2030,P.S.Barklem+_AAP_439_129_2005,5870,3.42,-2.00,0.06,-0.17
HE2202-4831,D.Yong+_ApJ_762_26_2013,5331,2.95,-2.78,2.41,2.06
HE2202-4831,A.Arentsen+_AAP_621_A108_2019,5331,3.00,-2.78,2.43,2.08
HE2204-4034,J.G.Cohen+_ApJ_778_56_2013,6114,3.80,-3.03,1.21,0.84
HE2221-4150,P.S.Barklem+_AAP_439_129_2005,5887,4.06,-2.03,0.19,-0.06
HE2222-4156,P.S.Barklem+_AAP_439_129_2005,5537,3.27,-2.73,0.38,0.04
HE2227-4044,P.S.Barklem+_AAP_439_129_2005,5811,3.85,-2.32,1.64,1.36
HE2231-0622,P.S.Barklem+_AAP_439_129_2005,5211,2.90,-2.12,-0.12,-0.37
HE2232-0603,J.G.Cohen+_ApJ_778_56_2013,5550,3.50,-2.28,1.35,1.08
HE2232-0603,J.G.Cohen+_AJ_132_137_2006,5750,3.50,-1.90,1.43,1.22
HE2234-0521,P.S.Barklem+_AAP_439_129_2005,5332,3.15,-2.78,0.32,-0.03
HE2234-0521,J.Ren+_AAP_537_A118_2012,5332,3.15,-2.61,0.32,-0.00
HE2238-2152,P.S.Barklem+_AAP_439_129_2005,5427,3.28,-2.40,0.09,-0.20
HE2239-5019,T.Hansen+_ApJ_807_173_2015,6100,3.50,-4.15,1.70,1.01
HE2239-5019,T.Hansen+_ApJ_787_162_2014,6100,3.50,-4.15,1.70,1.01
HE2240-0412,P.S.Barklem+_AAP_439_129_2005,5852,4.33,-2.20,1.31,1.04
HE2242-1930,P.S.Barklem+_AAP_439_129_2005,5281,2.99,-2.21,0.05,-0.21
HE2243-0151,P.S.Barklem+_AAP_439_129_2005,6113,3.88,-1.61,0.22,0.02
HE2244-2116,J.G.Cohen+_ApJ_778_56_2013,5230,2.70,-2.40,0.43,0.14
HE2246-2410,D.Yong+_ApJ_762_26_2013,6431,4.36,-2.96,1.39,1.03
HE2247-3705,P.S.Barklem+_AAP_439_129_2005,5366,3.04,-2.26,0.31,0.04
HE2247-3705,J.Ren+_AAP_537_A118_2012,5366,3.04,-2.10,0.32,0.07
HE2250-2132,P.S.Barklem+_AAP_439_129_2005,5705,3.69,-2.22,0.37,0.11
HE2250-2132,J.Ren+_AAP_537_A118_2012,5705,3.69,-2.05,0.37,0.13
HE2252-4157,P.S.Barklem+_AAP_439_129_2005,5090,2.87,-1.93,-0.19,-0.41
HE2252-4157,J.Ren+_AAP_537_A118_2012,5090,2.87,-1.76,-0.19,-0.38
HE2259-3407,P.S.Barklem+_AAP_439_129_2005,6266,4.32,-2.29,0.37,0.09
HE2259-3407,J.Ren+_AAP_537_A118_2012,6266,4.32,-2.12,0.37,0.11
HE2301-4024,P.S.Barklem+_AAP_439_129_2005,5743,3.76,-2.10,0.26,0.00
HE2301-4126,P.S.Barklem+_AAP_439_129_2005,5841,3.66,-2.37,0.35,0.06
HE2325-0755,P.S.Barklem+_AAP_439_129_2005,5665,3.17,-2.85,0.18,-0.18
HE2329-3702,P.S.Barklem+_AAP_439_129_2005,6060,3.72,-2.15,0.11,-0.15
HE2335-5958B,P.S.Barklem+_AAP_439_129_2005,5765,3.24,-2.32,0.04,-0.24
HE2338-1311,P.S.Barklem+_AAP_439_129_2005,5582,3.50,-2.86,0.30,-0.06
HE2338-1618,P.S.Barklem+_AAP_439_129_2005,5515,3.38,-2.64,0.43,0.10
HE2338-1618,J.Ren+_AAP_537_A118_2012,5515,3.38,-2.48,0.43,0.13
HE2345-1919,P.S.Barklem+_AAP_439_129_2005,5617,4.46,-2.46,0.20,-0.10
HE2345-1919,J.Ren+_AAP_537_A118_2012,5617,4.46,-2.29,0.20,-0.08
HE2347-1254,P.S.Barklem+_AAP_439_129_2005,6132,3.95,-1.83,0.23,0.00
HE2347-1448,P.S.Barklem+_AAP_439_129_2005,6162,3.98,-2.31,0.46,0.18
IVLeo,C.R.Kennedy+_ApJ_787_6_2014,6609,2.82,-1.48,1.09,0.94
J0002+0343,H.Li+_ApJ_931_147_2022,6207,4.16,-3.05,1.48,1.10
J0006+0123,H.Li+_ApJ_931_147_2022,5675,3.23,-2.28,0.74,0.47
J0013+2350,H.Li+_ApJ_931_147_2022,6093,3.98,-2.26,0.65,0.37
J0022+4254,H.Li+_ApJ_931_147_2022,6566,3.98,-2.97,2.00,1.64
J0023+0307,D.S.Aguado+_ApJ_854_L34_2018,6188,4.90,-6.60,4.47,3.86
J0023+2023,H.Li+_ApJ_931_147_2022,5197,2.79,-3.29,0.28,-0.19
J0023+3558,H.Li+_ApJ_931_147_2022,5145,3.20,-2.56,0.80,0.48
J00233067-1631428,T.T.Hansen+_ApJ_858_92_2018,5382,3.04,-2.45,0.37,0.07
J0025+2305,H.Li+_ApJ_931_147_2022,6308,3.93,-2.81,1.27,0.93
J0037+2935,H.Li+_ApJ_931_147_2022,6019,4.37,-2.90,1.10,0.75
J00405260-5122491,T.T.Hansen+_ApJ_858_92_2018,5689,4.51,-2.11,-0.04,-0.30
J0054+2649,H.Li+_ApJ_931_147_2022,6320,4.07,-3.22,1.40,0.98
J0056+3533,H.Li+_ApJ_931_147_2022,6607,2.73,-2.17,1.30,1.04
J0119+2425,H.Li+_ApJ_931_147_2022,6288,4.26,-2.81,0.65,0.31
J0119-0121,H.Li+_ApJ_931_147_2022,6262,4.15,-3.19,2.42,2.01
J0124+2508,H.Li+_ApJ_931_147_2022,6545,4.15,-3.17,2.00,1.59
J0127-0016,H.Li+_ApJ_931_147_2022,6326,4.25,-2.88,1.30,0.95
J0131+4800,H.Li+_ApJ_931_147_2022,6230,4.11,-1.80,0.22,-0.00
J01334657-2727374,T.T.Hansen+_ApJ_858_92_2018,5227,2.79,-1.60,1.64,1.47
J0141+2230,H.Li+_ApJ_931_147_2022,5700,3.68,-2.29,0.32,0.04
J0150+2149,H.Li+_ApJ_931_147_2022,6378,3.66,-2.95,2.33,1.97
J01530024-3417360,T.T.Hansen+_ApJ_858_92_2018,5323,3.26,-1.50,0.01,-0.14
J0159+1219,H.Li+_ApJ_931_147_2022,5005,3.49,-1.94,-0.39,-0.61
J0203+0851,H.Li+_ApJ_931_147_2022,5871,3.96,-2.14,0.11,-0.15
J0213-0005,H.Li+_ApJ_931_147_2022,6266,4.37,-1.89,0.54,0.31
J0232+0545,H.Li+_ApJ_931_147_2022,6173,4.08,-2.26,0.26,-0.02
J0232+4115,H.Li+_ApJ_931_147_2022,5739,2.81,-3.18,1.43,0.99
J0235+0246,H.Li+_ApJ_931_147_2022,6227,2.92,-3.29,1.90,1.43
J0236+0844,H.Li+_ApJ_931_147_2022,5809,4.54,-3.04,0.80,0.42
J02401075-1416290,T.T.Hansen+_ApJ_858_92_2018,6070,4.45,-0.79,1.20,1.10
J0244+0828,H.Li+_ApJ_931_147_2022,6365,4.28,-2.48,0.91,0.61
J0248+0714,H.Li+_ApJ_931_147_2022,5217,2.99,-2.05,0.31,0.07
J0251-0006,H.Li+_ApJ_931_147_2022,6062,3.85,-2.97,1.51,1.15
J0305+0352,H.Li+_ApJ_931_147_2022,6194,4.06,-2.29,0.66,0.38
J0310+2001,H.Li+_ApJ_931_147_2022,5386,4.24,-3.28,-0.33,-0.76
J03193531-3250433,T.T.Hansen+_ApJ_858_92_2018,6311,3.05,-2.93,1.60,1.23
J0343-0430,H.Li+_ApJ_931_147_2022,6003,3.98,-2.32,0.41,0.13
J0352+0514,H.Li+_ApJ_931_147_2022,5880,4.23,-3.15,0.76,0.36
J0423+0538,H.Li+_ApJ_931_147_2022,6023,4.30,-2.18,0.15,-0.12
J0435+5650,H.Li+_ApJ_931_147_2022,6524,4.22,-1.89,0.67,0.44
J0440+1706,H.Li+_ApJ_931_147_2022,6009,4.08,-3.40,1.40,0.94
J0446+2124,H.Li+_ApJ_931_147_2022,5069,2.87,-2.82,0.56,0.20
J0529+5040,H.Li+_ApJ_931_147_2022,6228,3.87,-2.16,0.82,0.55
J0600+2301,H.Li+_ApJ_931_147_2022,6132,3.31,-1.54,1.16,1.00
J0626+6032,H.Li+_ApJ_931_147_2022,5863,3.73,-2.39,0.03,-0.26
J0632+2105,H.Li+_ApJ_931_147_2022,5706,3.81,-3.42,0.78,0.32
J0637+4308,H.Li+_ApJ_931_147_2022,6189,4.07,-3.02,0.94,0.57
J0643+5111,H.Li+_ApJ_931_147_2022,5307,3.26,-2.48,0.10,-0.20
J0650+4000,H.Li+_ApJ_931_147_2022,6068,3.95,-2.27,0.70,0.42
J0703+3747,H.Li+_ApJ_931_147_2022,6180,4.12,-2.42,0.98,0.68
J0705+2552,H.Li+_ApJ_931_147_2022,5271,3.06,-3.32,1.46,0.98
J0705+2922,H.Li+_ApJ_931_147_2022,6210,4.05,-3.18,1.22,0.81
J0723+3806,H.Li+_ApJ_931_147_2022,6093,4.16,-3.05,1.00,0.62
J0726+3644,H.Li+_ApJ_931_147_2022,6437,4.23,-2.13,0.96,0.70
J0728+3112,H.Li+_ApJ_931_147_2022,6390,4.34,-1.98,0.80,0.56
J0741+2132,H.Li+_ApJ_931_147_2022,6064,4.01,-2.25,0.40,0.12
J0749+4629,H.Li+_ApJ_931_147_2022,6164,3.95,-2.41,0.70,0.40
J0758+4703,H.Li+_ApJ_931_147_2022,5765,4.08,-2.18,-0.35,-0.62
J0759+5411,H.Li+_ApJ_931_147_2022,6493,4.16,-3.20,1.92,1.51
J0804+4659,H.Li+_ApJ_931_147_2022,5812,3.06,-2.07,0.90,0.66
J0814+3305,H.Li+_ApJ_931_147_2022,5685,3.46,-3.34,0.99,0.50
J0814+4055,H.Li+_ApJ_931_147_2022,6125,4.42,-2.89,0.99,0.64
J0815+4729,D.S.Aguado+_ApJ_852_L20_2018,6215,4.70,-5.80,5.12,4.52
J0824+3025,H.Li+_ApJ_931_147_2022,6327,4.19,-2.71,2.21,1.88
J0828+0037,H.Li+_ApJ_931_147_2022,6020,3.84,-2.21,0.28,0.01
J0830+1751,H.Li+_ApJ_931_147_2022,6164,4.15,-1.79,0.56,0.34
J0832+2450,H.Li+_ApJ_931_147_2022,6128,3.91,-2.38,0.43,0.14
J0834+2307,H.Li+_ApJ_931_147_2022,5386,3.37,-2.61,0.30,-0.02
J0842-0143,H.Li+_ApJ_931_147_2022,6481,4.07,-3.17,2.06,1.65
J0845+0150,H.Li+_ApJ_931_147_2022,6237,3.98,-2.30,0.54,0.26
J0849+1914,H.Li+_ApJ_931_147_2022,6517,4.06,-2.66,0.60,0.27
J0854+1405,H.Li+_ApJ_931_147_2022,6065,4.39,-3.04,1.40,1.02
J0913+0726,H.Li+_ApJ_931_147_2022,6015,4.44,-2.03,0.31,0.06
J0924+2651,H.Li+_ApJ_931_147_2022,6299,3.98,-2.55,0.59,0.28
J0934+3511,H.Li+_ApJ_931_147_2022,6436,4.39,-3.24,1.60,1.18
J0934-0108,H.Li+_ApJ_931_147_2022,5155,2.73,-2.34,0.08,-0.20
J0934-0259,H.Li+_ApJ_931_147_2022,6051,4.38,-1.85,0.12,-0.11
J0940-0144,H.Li+_ApJ_931_147_2022,6198,3.80,-2.10,1.40,1.14
J0946-0705,H.Li+_ApJ_931_147_2022,6029,3.97,-2.06,0.39,0.14
J0949+2707,H.Li+_ApJ_931_147_2022,6134,4.12,-2.91,2.00,1.64
J0953+5437,H.Li+_ApJ_931_147_2022,5370,3.25,-2.43,0.27,-0.03
J1003-0358,H.Li+_ApJ_931_147_2022,6268,4.04,-2.18,1.31,1.04
J1005-0350,H.Li+_ApJ_931_147_2022,5262,3.21,-2.29,0.10,-0.18
J1011+3524,H.Li+_ApJ_931_147_2022,6114,4.38,-2.25,1.42,1.14
J1014+0547,H.Li+_ApJ_931_147_2022,5955,3.98,-1.90,0.17,-0.06
J1020+4046,H.Li+_ApJ_931_147_2022,6078,4.39,-2.93,2.37,2.01
J1028+2625,H.Li+_ApJ_931_147_2022,6065,4.54,-2.93,1.05,0.69
J1041+0710,H.Li+_ApJ_931_147_2022,5259,3.35,-2.81,1.02,0.66
J1044+2955,H.Li+_ApJ_931_147_2022,6220,4.12,-2.11,0.53,0.27
J1044+3713,H.Li+_ApJ_931_147_2022,5609,3.42,-2.03,0.16,-0.08
J1044-0358,H.Li+_ApJ_931_147_2022,6333,3.99,-2.13,1.31,1.05
J1049+1520,H.Li+_ApJ_931_147_2022,6139,3.91,-2.17,0.45,0.18
J1050+2135,H.Li+_ApJ_931_147_2022,6236,4.31,-2.33,0.52,0.23
J1058-0138,H.Li+_ApJ_931_147_2022,6080,4.18,-2.28,0.88,0.60
J1059+0208,H.Li+_ApJ_931_147_2022,5207,3.06,-2.30,-0.07,-0.35
J1101+2031,H.Li+_ApJ_931_147_2022,5301,2.81,-2.52,-0.03,-0.34
J1106+5444,H.Li+_ApJ_931_147_2022,6417,4.29,-2.80,1.39,1.05
J1123+0937,H.Li+_ApJ_931_147_2022,6061,4.44,-2.45,0.13,-0.17
J1123+3217,H.Li+_ApJ_931_147_2022,6226,4.37,-1.95,0.33,0.09
J1125+1011,H.Li+_ApJ_931_147_2022,6285,3.97,-3.06,1.49,1.11
J1131+1329,H.Li+_ApJ_931_147_2022,5740,3.70,-2.33,1.01,0.73
